name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount,age,city,county,state,status
Gilberte Minaya,1960-09-11,849,92108,2011-12-01,1255.0,1255.0,62,San Diego,San Diego County,CA,low risk
Carolynn Torgrimson,1977-06-17,326,92199,2010-07-01,1491.0,1491.0,45,San Diego,San Diego County,CA,low risk
Mamie Remus,1999-10-18,1546,92199,2010-03-01,1393.0,1393.0,23,San Diego,San Diego County,CA,low risk
Madalene Perl,1966-07-28,1511,92199,2010-12-01,1700.0,1700.0,56,San Diego,San Diego County,CA,low risk
Leon Fujii,1996-04-19,1395,92147,2012-04-02,1224.0,1224.0,26,San Diego,San Diego County,CA,low risk
Ellen Collie,1969-07-04,663,92127,2011-12-01,1653.0,1653.0,53,San Diego,San Diego County,CA,low risk
Evelynn Merkley,1900-01-01,748,92116,2010-10-01,1312.0,1312.0,122,San Diego,San Diego County,CA,low risk
Madie Pompa,1966-04-28,1516,92115,2011-04-08,1535.0,1535.0,56,San Diego,San Diego County,CA,low risk
Clay Barrington,1900-01-01,419,92103,2010-09-01,1190.0,1190.0,122,San Diego,San Diego County,CA,low risk
Marcelino Benard,1979-12-10,1549,92152,2011-08-01,1293.0,1293.0,43,San Diego,San Diego County,CA,low risk
Keturah Sheehan,1991-10-16,1248,92190,2010-09-01,1057.0,1057.0,31,San Diego,San Diego County,CA,low risk
Craig Jasmin,1900-01-01,455,92194,2010-05-01,1791.0,1791.0,122,San Diego,San Diego County,CA,low risk
Margorie Prichett,1900-01-01,1571,92103,2011-05-01,1296.0,1296.0,122,San Diego,San Diego County,CA,low risk
Jarrod Nowacki,1900-01-01,1055,92167,2010-02-01,1347.0,1347.0,122,San Diego,San Diego County,CA,low risk
Julieta Medina,1900-01-01,1172,92136,2011-12-01,1896.0,1896.0,122,San Diego,San Diego County,CA,low risk
Tandy Ammann,1992-12-02,2215,92153,2010-04-02,1438.0,1438.0,30,San Diego,San Diego County,CA,low risk
Melida Demaree,1900-01-01,1657,92127,2011-06-01,1384.0,1384.0,122,San Diego,San Diego County,CA,low risk
Latricia Bartholow,1969-09-05,1343,92131,2010-08-01,1464.0,1464.0,53,San Diego,San Diego County,CA,low risk
Dayna Kerfoot,1900-01-01,522,92163,2011-07-01,1315.0,1315.0,122,San Diego,San Diego County,CA,low risk
Marshall Fosdick,1900-01-01,1615,92135,2010-10-03,2087.0,2087.0,122,San Diego,San Diego County,CA,low risk
Frederica Keisler,1975-02-26,806,92165,2011-09-01,1239.0,1239.0,47,San Diego,San Diego County,CA,low risk
Reba Byham,1980-10-09,1924,92117,2010-09-01,1592.0,1592.0,42,San Diego,San Diego County,CA,low risk
Porfirio Machnik,1985-02-25,1892,92160,2012-01-01,1255.0,1255.0,37,San Diego,San Diego County,CA,low risk
Danae Rosenbeck,1963-10-15,479,92160,2011-07-01,1497.0,1497.0,59,San Diego,San Diego County,CA,low risk
Fernando Bordelon,1987-11-27,768,92105,2012-01-01,1720.0,1720.0,35,San Diego,San Diego County,CA,low risk
Lita Michalik,1900-01-01,1432,92139,2010-08-01,1655.0,1655.0,122,San Diego,San Diego County,CA,low risk
Dorla Bogart,1979-04-09,602,92155,2012-09-01,1888.0,1888.0,43,San Diego,San Diego County,CA,low risk
Marleen Avera,1980-04-09,1604,92115,2012-08-01,1810.0,1810.0,42,San Diego,San Diego County,CA,low risk
Marlene Steenbergen,1974-03-25,1606,92166,2011-11-01,1609.0,1609.0,48,San Diego,San Diego County,CA,low risk
Arnette Crays,1989-10-21,151,92154,2012-03-01,1353.0,1353.0,33,San Diego,San Diego County,CA,low risk
Eneida Cheatwood,1900-01-01,703,92103,2012-03-01,2044.0,2044.0,122,San Diego,San Diego County,CA,low risk
Mac Straley,1985-05-24,1509,92102,2011-10-01,1872.0,1872.0,37,San Diego,San Diego County,CA,low risk
Luanne Eppler,1900-01-01,1469,92170,2010-02-01,1991.0,1991.0,122,San Diego,San Diego County,CA,low risk
Nga Drumm,1961-09-18,1779,92117,2011-03-01,1542.0,1542.0,61,San Diego,San Diego County,CA,low risk
Louise Fairless,1955-03-26,1460,92139,2012-01-01,1874.0,1874.0,67,San Diego,San Diego County,CA,low risk
Nicola Almeda,1900-01-01,1791,92153,2010-10-01,1498.0,1498.0,122,San Diego,San Diego County,CA,low risk
Terri Dubuisson,1900-01-01,2249,92139,2012-07-01,1248.0,1248.0,122,San Diego,San Diego County,CA,low risk
Nga Drumm,1961-09-18,1779,92117,2011-04-01,1542.0,1542.0,61,San Diego,San Diego County,CA,low risk
Tiffani Coupe,1975-12-27,2274,92161,2011-04-01,1223.0,1223.0,47,San Diego,San Diego County,CA,low risk
Juliana Hepworth,1985-09-19,1169,92128,2010-06-01,1209.0,1209.0,37,San Diego,San Diego County,CA,low risk
Zachery Winford,1900-01-01,2465,92127,2010-10-01,1503.0,1503.0,122,San Diego,San Diego County,CA,low risk
Karine Moody,1900-01-01,1194,92197,2010-12-04,1478.0,1478.0,122,San Diego,San Diego County,CA,low risk
Kyung Studstill,1900-01-01,1305,92182,2011-12-01,1877.0,1877.0,122,San Diego,San Diego County,CA,low risk
Jeanelle Westby,1900-01-01,1078,92171,2011-07-01,1900.0,1900.0,122,San Diego,San Diego County,CA,low risk
Jacqueline Lee,1976-11-09,1006,92112,2010-07-01,1238.0,1238.0,46,San Diego,San Diego County,CA,low risk
Shayla Hockensmith,1900-01-01,2105,92163,2012-04-01,1355.0,1355.0,122,San Diego,San Diego County,CA,low risk
Dwana Burdo,1986-08-23,616,92122,2012-05-01,1613.0,1613.0,36,San Diego,San Diego County,CA,low risk
Angelic Fillmore,1900-01-01,94,92147,2010-12-01,947.0,947.0,122,San Diego,San Diego County,CA,low risk
Nana Rousey,1964-08-26,1750,92129,2010-10-01,-240.0,1600.0,58,San Diego,San Diego County,CA,low risk
Vernice Daves,1962-07-28,2371,92109,2010-11-01,1628.0,1628.0,60,San Diego,San Diego County,CA,low risk
Han Atchison,1900-01-01,905,92191,2010-05-01,1638.0,1638.0,122,San Diego,San Diego County,CA,low risk
Ismael Egli,1965-12-12,989,92139,2011-08-01,1230.0,1230.0,57,San Diego,San Diego County,CA,low risk
Marita Iannuzzi,1900-01-01,1600,92124,2011-08-01,1713.0,1713.0,122,San Diego,San Diego County,CA,low risk
Sarah Hewes,1949-04-06,2053,92165,2011-04-01,1323.0,1323.0,73,San Diego,San Diego County,CA,low risk
Josphine Shead,1900-01-01,1159,92167,2011-03-01,1714.0,1714.0,122,San Diego,San Diego County,CA,low risk
Alyssa Mintz,1900-01-01,76,92198,2010-08-01,1726.0,1726.0,122,San Diego,San Diego County,CA,low risk
Julieta Mcbrayer,1987-11-20,1171,92136,2011-03-01,1802.0,1802.0,35,San Diego,San Diego County,CA,low risk
Leona Dimond,2005-09-05,1393,92140,2012-01-01,1751.0,1751.0,17,San Diego,San Diego County,CA,low risk
Dorla Bogart,1979-04-09,602,92155,2010-07-01,1888.0,1888.0,43,San Diego,San Diego County,CA,low risk
Anabel Odem,1978-11-11,85,92117,2012-01-04,1726.0,1726.0,44,San Diego,San Diego County,CA,low risk
Matilda Stoltz,1985-05-28,1642,92126,2011-02-01,1434.0,1434.0,37,San Diego,San Diego County,CA,low risk
Carlo Criner,1900-01-01,303,92127,2011-03-01,777.0,777.0,122,San Diego,San Diego County,CA,low risk
Leoma Enz,1900-01-01,1390,92184,2011-10-01,1841.0,1841.0,122,San Diego,San Diego County,CA,low risk
Latricia Carley,1990-12-24,1344,92123,2010-11-05,1441.0,1441.0,32,San Diego,San Diego County,CA,low risk
Arturo Heinrich,2000-11-22,154,92179,2012-07-01,2125.0,2125.0,22,San Diego,San Diego County,CA,low risk
Jaymie Manzanares,1900-01-01,1068,92130,2010-03-01,1495.0,1495.0,122,San Diego,San Diego County,CA,low risk
Loretta Hauk,1900-01-01,1451,92108,2012-09-02,1226.0,1226.0,122,San Diego,San Diego County,CA,low risk
Floretta Slemp,1982-11-27,782,92193,2010-12-01,1655.0,1655.0,40,San Diego,San Diego County,CA,low risk
Antwan Delia,1900-01-01,124,92135,2012-01-01,1154.0,1154.0,122,San Diego,San Diego County,CA,low risk
Penelope Alarcon,1900-01-01,1879,92169,2012-07-05,1205.0,1205.0,122,San Diego,San Diego County,CA,low risk
Ardath Armand,1900-01-01,126,92139,2011-03-03,1265.0,1265.0,122,San Diego,San Diego County,CA,low risk
Lauran Thacker,1900-01-01,1347,92102,2010-03-01,768.0,768.0,122,San Diego,San Diego County,CA,low risk
Sherry Chaplin,1900-01-01,2126,92137,2010-07-01,1762.0,1762.0,122,San Diego,San Diego County,CA,low risk
Freida Poirer,1957-03-17,808,92170,2011-10-01,1096.0,1096.0,65,San Diego,San Diego County,CA,low risk
Evalyn Ipock,1900-01-01,744,92193,2010-02-03,1455.0,1455.0,122,San Diego,San Diego County,CA,low risk
Lanette Preston,1900-01-01,1317,92104,2011-01-01,1232.0,1232.0,122,San Diego,San Diego County,CA,low risk
Irene Mendoza,1900-01-01,977,92166,2011-12-04,1502.0,1502.0,122,San Diego,San Diego County,CA,low risk
Thuy Barefoot,1990-07-03,2272,92155,2012-06-01,1490.0,1490.0,32,San Diego,San Diego County,CA,low risk
Jovan Pursley,1900-01-01,1161,92121,2012-05-01,1708.0,1708.0,122,San Diego,San Diego County,CA,low risk
Oneida Broome,1965-12-17,1843,92107,2010-08-01,1549.0,1549.0,57,San Diego,San Diego County,CA,low risk
Nicolette Myerson,1970-05-16,1793,92126,2011-08-01,1541.0,1541.0,52,San Diego,San Diego County,CA,low risk
Trenton Gunning,1900-01-01,2321,92121,2010-02-01,2176.0,2176.0,122,San Diego,San Diego County,CA,low risk
Eusebio Seo,2006-12-14,742,92107,2011-02-01,823.0,823.0,16,San Diego,San Diego County,CA,low risk
Nubia Blassingame,1988-04-08,1820,92154,2010-12-01,1524.0,1524.0,34,San Diego,San Diego County,CA,low risk
Shayne Urick,1900-01-01,2107,92198,2012-03-01,1608.0,1608.0,122,San Diego,San Diego County,CA,low risk
Carlena Holeman,1989-02-23,299,92123,2012-03-01,1328.0,1328.0,33,San Diego,San Diego County,CA,low risk
Tawna Watanabe,1900-01-01,2230,92102,2010-03-05,1809.0,1809.0,122,San Diego,San Diego County,CA,low risk
Dorthey Lodge,1967-01-22,608,92186,2012-06-03,1154.0,1154.0,55,San Diego,San Diego County,CA,low risk
Bobbie Glanton,1900-01-01,224,92177,2011-08-04,1462.0,1462.0,122,San Diego,San Diego County,CA,low risk
Dane Reeve,2005-08-19,481,92109,2011-07-01,1387.0,1387.0,17,San Diego,San Diego County,CA,low risk
Tora Scheffel,1979-11-27,2307,92176,2011-11-01,1185.0,1185.0,43,San Diego,San Diego County,CA,low risk
Faviola Marbury,1957-01-03,754,92112,2011-10-04,1274.0,1274.0,65,San Diego,San Diego County,CA,low risk
Alayna Alger,1973-06-23,30,92116,2012-09-05,985.0,985.0,49,San Diego,San Diego County,CA,low risk
Marlys Mulvihill,1900-01-01,1611,92159,2011-05-01,1741.0,1741.0,122,San Diego,San Diego County,CA,low risk
Ed Mcmunn,1900-01-01,625,92160,2012-06-01,1324.0,1324.0,122,San Diego,San Diego County,CA,low risk
Daniell Blasi,1972-08-09,485,92182,2012-03-01,1745.0,1745.0,50,San Diego,San Diego County,CA,low risk
Chante Mowery,1900-01-01,361,92129,2011-07-01,1555.0,1555.0,122,San Diego,San Diego County,CA,low risk
Rossana Janecek,1900-01-01,1994,92142,2010-09-01,2053.0,2053.0,122,San Diego,San Diego County,CA,low risk
Grant Heindel,1969-04-01,879,92149,2011-04-01,1441.0,1441.0,53,San Diego,San Diego County,CA,low risk
Arturo Heinrich,2000-11-22,154,92179,2011-05-01,2125.0,2125.0,22,San Diego,San Diego County,CA,low risk
Adah Curnutt,1977-07-20,6,92169,2011-03-04,1650.0,1650.0,45,San Diego,San Diego County,CA,low risk
Eugena Helland,1900-01-01,733,92161,2012-09-01,1259.0,1259.0,122,San Diego,San Diego County,CA,low risk
Grady Wilds,1900-01-01,875,92107,2011-02-01,1460.0,1460.0,122,San Diego,San Diego County,CA,low risk
Felicia Leicht,1900-01-01,760,92153,2010-11-01,1415.0,1415.0,122,San Diego,San Diego County,CA,low risk
Michelina Granderson,1900-01-01,1688,92115,2012-01-04,1483.0,1483.0,122,San Diego,San Diego County,CA,low risk
Alla Vaillancourt,1988-07-08,57,92162,2011-02-01,1429.0,1429.0,34,San Diego,San Diego County,CA,low risk
Britni Friel,1981-03-17,247,92195,2012-03-01,1370.0,1370.0,41,San Diego,San Diego County,CA,low risk
Reita Hamid,1941-12-26,1931,92195,2011-10-01,1642.0,1642.0,81,San Diego,San Diego County,CA,low risk
Raymon Maul,1975-09-28,1917,92142,2011-05-01,1098.0,1098.0,47,San Diego,San Diego County,CA,low risk
Caitlyn Kulesza,1987-11-26,270,92165,2011-07-01,1448.0,1448.0,35,San Diego,San Diego County,CA,low risk
Marlene Steenbergen,1974-03-25,1606,92166,2010-02-01,1609.0,1609.0,48,San Diego,San Diego County,CA,low risk
Hildegarde Litchford,1972-11-27,942,92147,2010-04-01,1952.0,1952.0,50,San Diego,San Diego County,CA,low risk
Song Kubat,1900-01-01,2156,92121,2011-01-01,1892.0,1892.0,122,San Diego,San Diego County,CA,low risk
Raymon Maul,1975-09-28,1917,92142,2011-02-01,1098.0,1098.0,47,San Diego,San Diego County,CA,low risk
Trinity Moline,1900-01-01,2328,92115,2012-06-06,1474.0,1474.0,122,San Diego,San Diego County,CA,low risk
Noelia Weckerly,1978-01-04,1805,92177,2010-12-01,1344.0,1344.0,44,San Diego,San Diego County,CA,low risk
Allyson Giberson,1900-01-01,61,92104,2011-01-01,1511.0,1511.0,122,San Diego,San Diego County,CA,low risk
Rodrigo Sarkisian,1986-03-20,1958,92166,2011-02-01,1244.0,1244.0,36,San Diego,San Diego County,CA,low risk
Nobuko Mcenaney,1900-01-01,1803,92177,2011-12-01,1653.0,1653.0,122,San Diego,San Diego County,CA,low risk
Marcelino Benard,1979-12-10,1549,92152,2011-02-01,1293.0,1293.0,43,San Diego,San Diego County,CA,low risk
Teresia Edling,1900-01-01,2244,92131,2011-01-01,1769.0,1769.0,122,San Diego,San Diego County,CA,low risk
Giselle Hillhouse,1991-09-12,856,92147,2012-02-01,1199.0,1199.0,31,San Diego,San Diego County,CA,low risk
Candance Dively,1993-08-13,284,92164,2011-07-01,1384.0,1384.0,29,San Diego,San Diego County,CA,low risk
Cameron Carbonell,2000-05-20,276,92172,2011-08-01,757.0,757.0,22,San Diego,San Diego County,CA,low risk
Maryrose Flavell,1900-01-01,1637,92150,2011-02-01,1677.0,1677.0,122,San Diego,San Diego County,CA,low risk
Zoila Buth,1960-11-18,2471,92166,2010-09-01,825.0,825.0,62,San Diego,San Diego County,CA,low risk
Rebekah Eichhorn,1953-11-27,1926,92152,2012-02-01,1874.0,1874.0,69,San Diego,San Diego County,CA,low risk
Lettie Caron,2002-01-26,1408,92170,2010-03-01,1571.0,1571.0,20,San Diego,San Diego County,CA,low risk
Joy Rowlands,1900-01-01,1162,92123,2012-09-01,1040.0,1040.0,122,San Diego,San Diego County,CA,low risk
Rose Marin,1900-01-01,1989,92176,2012-02-04,1930.0,1930.0,122,San Diego,San Diego County,CA,low risk
Mellissa Ardon,1900-01-01,1661,92176,2012-03-01,1330.0,1330.0,122,San Diego,San Diego County,CA,low risk
Kasi Kilgo,1900-01-01,1209,92132,2011-05-01,1539.0,1539.0,122,San Diego,San Diego County,CA,low risk
Janel Schranz,1900-01-01,1033,92117,2010-04-01,1256.0,1256.0,122,San Diego,San Diego County,CA,low risk
Sheri Lanni,1900-01-01,2120,92193,2011-03-07,897.0,897.0,122,San Diego,San Diego County,CA,low risk
Sandy Holmberg,1900-01-01,2044,92159,2012-09-01,1192.0,1192.0,122,San Diego,San Diego County,CA,low risk
Millard Crisci,1995-08-10,1702,92116,2010-11-01,1694.0,1694.0,27,San Diego,San Diego County,CA,low risk
Jeannetta Fravel,1962-08-07,1081,92184,2011-07-01,831.0,831.0,60,San Diego,San Diego County,CA,low risk
Ewa Newton,1975-07-20,751,92193,2010-04-01,1599.0,1599.0,47,San Diego,San Diego County,CA,low risk
Tracey More,1900-01-01,2315,92172,2010-08-01,1286.0,1286.0,122,San Diego,San Diego County,CA,low risk
Deneen Yeaman,1900-01-01,559,92135,2012-04-01,1815.0,1815.0,122,San Diego,San Diego County,CA,low risk
Sheri Fehr,1979-09-02,2119,92102,2010-12-01,1296.0,1296.0,43,San Diego,San Diego County,CA,low risk
Tricia Kennan,1900-01-01,2325,92101,2010-02-05,1658.0,1658.0,122,San Diego,San Diego County,CA,low risk
Irina Situ,1962-08-10,979,92197,2012-07-02,2158.0,2158.0,60,San Diego,San Diego County,CA,low risk
Craig Jasmin,1900-01-01,455,92194,2011-07-01,1791.0,1791.0,122,San Diego,San Diego County,CA,low risk
Lory Kothari,1980-04-16,1458,92142,2012-05-01,1525.0,1525.0,42,San Diego,San Diego County,CA,low risk
Tamica Chiu,1900-01-01,2207,92163,2012-02-01,1660.0,1660.0,122,San Diego,San Diego County,CA,low risk
Randolph Gillies,1966-01-22,1913,92115,2012-06-08,2335.0,2335.0,56,San Diego,San Diego County,CA,low risk
Janay Benny,1965-11-21,1028,92109,2011-10-01,1731.0,1731.0,57,San Diego,San Diego County,CA,low risk
Hildegarde Litchford,1972-11-27,942,92147,2012-05-01,1952.0,1952.0,50,San Diego,San Diego County,CA,low risk
Marge Mcsweeney,1983-10-26,1569,92124,2011-06-07,2027.0,2027.0,39,San Diego,San Diego County,CA,low risk
Estefana Willmore,1977-07-17,720,92133,2010-11-02,1673.0,1673.0,45,San Diego,San Diego County,CA,low risk
Tresa Herandez,1980-06-13,2322,92135,2011-01-06,1815.0,1815.0,42,San Diego,San Diego County,CA,low risk
Deloris Meiners,1978-02-24,547,92114,2010-06-01,1466.0,1466.0,44,San Diego,San Diego County,CA,low risk
Cherise Chaney,1900-01-01,383,92132,2010-09-01,1789.0,1789.0,122,San Diego,San Diego County,CA,low risk
Natalie Beers,1900-01-01,1758,92162,2010-05-01,2077.0,2077.0,122,San Diego,San Diego County,CA,low risk
Mercedez Purdie,1900-01-01,1667,92187,2012-01-01,1206.0,1206.0,122,San Diego,San Diego County,CA,low risk
Gretchen Corbo,1974-08-01,888,92166,2011-01-01,1211.0,1211.0,48,San Diego,San Diego County,CA,low risk
Renata Vandiver,1900-01-01,1934,92182,2011-09-01,1345.0,1345.0,122,San Diego,San Diego County,CA,low risk
Emmett Livermore,1987-11-08,702,92166,2012-04-01,1698.0,1698.0,35,San Diego,San Diego County,CA,low risk
Colene Fitts,1982-07-08,436,92139,2010-08-01,1435.0,1435.0,40,San Diego,San Diego County,CA,low risk
Luisa Geibel,1982-09-27,1484,92130,2011-11-02,1132.0,1132.0,40,San Diego,San Diego County,CA,low risk
Latarsha Gleaves,1989-06-21,1337,92120,2011-07-01,1677.0,1677.0,33,San Diego,San Diego County,CA,low risk
Sandy Mckie,1962-01-23,2045,92174,2010-12-01,1637.0,1637.0,60,San Diego,San Diego County,CA,low risk
Corrinne Tumlinson,1963-04-15,452,92176,2010-07-01,1449.0,1449.0,59,San Diego,San Diego County,CA,low risk
Candis Fite,1996-12-02,288,92170,2010-08-01,1804.0,1804.0,26,San Diego,San Diego County,CA,low risk
Boyd Silliman,1900-01-01,229,92175,2012-08-05,1065.0,1065.0,122,San Diego,San Diego County,CA,low risk
Luetta Lineman,1974-08-01,1480,92120,2011-07-02,1790.0,1790.0,48,San Diego,San Diego County,CA,low risk
Roxann Chatfield,1900-01-01,1997,92153,2010-04-01,1759.0,1759.0,122,San Diego,San Diego County,CA,low risk
Janell Huffman,1989-01-09,1032,92109,2011-06-01,1489.0,1489.0,33,San Diego,San Diego County,CA,low risk
Kamala Harrison,1900-01-01,1187,92128,2010-07-01,1358.0,1358.0,122,San Diego,San Diego County,CA,low risk
Darrel Cianciolo,1900-01-01,509,92194,2010-07-03,1494.0,1494.0,122,San Diego,San Diego County,CA,low risk
Freeman Strzelecki,1975-03-20,807,92160,2012-03-01,1789.0,1789.0,47,San Diego,San Diego County,CA,low risk
Jonna Newcomb,1900-01-01,1145,92159,2010-11-07,1472.0,1472.0,122,San Diego,San Diego County,CA,low risk
Ola Haggett,1989-04-09,1835,92129,2011-08-01,974.0,974.0,33,San Diego,San Diego County,CA,low risk
Rosaura Konieczny,2004-07-20,1983,92168,2010-12-01,2179.0,2179.0,18,San Diego,San Diego County,CA,low risk
Dona Warnock,1900-01-01,596,92166,2011-01-01,917.0,917.0,122,San Diego,San Diego County,CA,low risk
Lizeth Mcpheeters,1900-01-01,1434,92120,2012-06-03,1579.0,1579.0,122,San Diego,San Diego County,CA,low risk
Merle Ranallo,1900-01-01,1671,92139,2010-07-01,1226.0,1226.0,122,San Diego,San Diego County,CA,low risk
Zaida Koepke,1965-01-08,2467,92109,2010-08-03,1436.0,1436.0,57,San Diego,San Diego County,CA,low risk
Sam Ransdell,1968-08-22,2040,92122,2010-03-01,1438.0,1438.0,54,San Diego,San Diego County,CA,low risk
Lana Mahar,1961-09-25,1314,92117,2011-09-01,926.0,926.0,61,San Diego,San Diego County,CA,low risk
Minta Zeledon,1900-01-01,1708,92191,2011-10-01,1609.0,1609.0,122,San Diego,San Diego County,CA,low risk
Nieves Mercier,1900-01-01,1796,92164,2011-05-01,1486.0,1486.0,122,San Diego,San Diego County,CA,low risk
Joey Loth,1965-04-08,1127,92192,2012-08-01,1297.0,1297.0,57,San Diego,San Diego County,CA,low risk
Charley Ding,1900-01-01,371,92177,2011-02-05,1153.0,1153.0,122,San Diego,San Diego County,CA,low risk
Ashton Girouard,1999-02-19,156,92168,2010-11-01,1135.0,1135.0,23,San Diego,San Diego County,CA,low risk
Anamaria Elsea,1983-04-08,87,92170,2012-02-01,1723.0,1723.0,39,San Diego,San Diego County,CA,low risk
Peter Hurley,1980-12-04,1884,92149,2010-02-01,1644.0,1644.0,42,San Diego,San Diego County,CA,low risk
Dodie Degennaro,1900-01-01,587,92175,2010-12-01,1366.0,1366.0,122,San Diego,San Diego County,CA,low risk
Evelynn Merkley,1900-01-01,748,92116,2012-01-01,1312.0,1312.0,122,San Diego,San Diego County,CA,low risk
Vinnie Stull,1900-01-01,2387,92114,2010-09-01,1216.0,1216.0,122,San Diego,San Diego County,CA,low risk
Tamala Luciano,1999-06-23,2202,92104,2011-04-01,1234.0,1234.0,23,San Diego,San Diego County,CA,low risk
Bradly Bustos,1900-01-01,234,92172,2010-03-06,1544.0,1544.0,122,San Diego,San Diego County,CA,low risk
Lavon Lossing,1900-01-01,1355,92161,2012-03-01,1789.0,1789.0,122,San Diego,San Diego County,CA,low risk
Yelena Cloninger,1945-11-09,2447,92197,2012-02-01,1577.0,1577.0,77,San Diego,San Diego County,CA,low risk
Jeana Pace,1969-04-05,1076,92191,2011-09-07,1429.0,1429.0,53,San Diego,San Diego County,CA,low risk
