name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount,age
Merna Lasalle,1900-01-01,1672,92107,2010-05-07,1674.0,1674.0,122
Agnus Abadie,2000-11-11,19,92177,2012-03-02,1599.0,1599.0,22
Marlin Medina,1900-01-01,1607,92166,2011-04-01,1636.0,1636.0,122
Renita Delao,1900-01-01,1935,92115,2010-09-01,-238.95,1593.0,122
Waneta Zaremba,1971-10-18,2405,92149,2011-02-02,1588.0,1588.0,51
Rudolf Woodell,1900-01-01,2006,92104,2011-05-13,1630.0,1482.0,122
Rosalind Alaniz,1900-01-01,1974,92187,2011-11-01,1800.0,1800.0,122
Loyce Sliva,1950-10-03,1463,92160,2011-06-01,1249.0,1249.0,72
Jodee Grimsley,1987-04-15,1121,92165,2011-08-01,1186.0,1186.0,35
Tresa Herandez,1980-06-13,2322,92135,2012-02-07,1815.0,1815.0,42
Merry Quisenberry,1999-02-27,1678,92163,2010-03-01,1485.0,1485.0,23
Jerlene Rummel,1900-01-01,1102,92117,2012-04-01,1234.0,1234.0,122
Carmella Buchanan,1996-12-09,312,92115,2010-03-12,1498.0,1362.0,26
Assunta Stoval,1991-07-23,158,92186,2010-12-03,980.0,980.0,31
Bradly Bustos,1900-01-01,234,92172,2012-04-07,1544.0,1544.0,122
Fatima Peralto,1985-06-16,752,92179,2011-12-01,1552.0,1552.0,37
Paola Buerger,1900-01-01,1860,92193,2010-11-01,1187.0,1187.0,122
Tinisha Metheny,1900-01-01,2280,92142,2011-06-01,1230.0,1230.0,122
Sanjuanita Go,2004-07-03,2046,92198,2011-02-01,1893.0,1893.0,18
Beverley Lister,1980-09-17,210,92168,2012-06-01,1149.0,1149.0,42
Theron Galeana,1982-07-13,2265,92158,2012-08-01,1404.0,1404.0,40
Darron Spagnuolo,1900-01-01,513,92119,2012-08-01,1843.0,1843.0,122
Gemma Amado,1900-01-01,823,92152,2011-03-01,1905.0,1905.0,122
Wayne Dials,1900-01-01,2413,92130,2010-09-01,1875.0,1875.0,122
Annalee Sly,1900-01-01,109,92193,2010-07-02,1960.0,1960.0,122
Deshawn Bohler,1970-10-04,570,92101,2012-07-01,1147.0,1147.0,52
Johnetta Hertzog,1985-02-01,1135,92192,2010-05-01,-256.95,1713.0,37
Samella Leija,1980-09-27,2038,92120,2011-04-02,1922.0,1922.0,42
Eldon Reiss,1900-01-01,643,92135,2012-05-01,1432.0,1432.0,122
Eduardo Paez,1951-05-13,630,92145,2010-04-01,1341.0,1341.0,71
Gema Gomer,1900-01-01,822,92195,2012-01-01,1016.0,1016.0,122
Suk Gould,1969-12-18,2186,92179,2011-03-01,1531.0,1531.0,53
Dustin Goucher,1900-01-01,614,92182,2012-09-01,1289.0,1289.0,122
India Linehan,1963-03-06,972,92122,2012-03-01,1004.0,1004.0,59
Jolanda Dambrosio,2000-07-28,1139,92109,2012-03-01,1796.0,1796.0,22
Kayla Moton,1900-01-01,1221,92186,2010-11-02,1380.0,1380.0,122
Catrice Palumbo,1900-01-01,339,92190,2010-04-01,1249.0,1249.0,122
Deneen Yeaman,1900-01-01,559,92135,2011-04-01,1815.0,1815.0,122
Xiomara Mcnabb,1968-01-20,2441,92177,2010-02-01,1227.0,1227.0,54
Gianna Kelleher,1900-01-01,842,92196,2010-07-01,1481.0,1481.0,122
Krysten Scruggs,1900-01-01,1285,92111,2012-07-01,1824.0,1824.0,122
Lorina Krehbiel,1984-10-23,1454,92104,2012-08-07,1623.0,1623.0,38
Polly Eaker,1972-11-12,1891,92165,2010-11-11,1706.0,1365.0,50
Laurette Bollman,1991-10-26,1350,92117,2010-10-01,1778.0,1778.0,31
Toya Mohammed,1900-01-01,2311,92169,2011-01-01,1340.0,1340.0,122
Joetta Hiner,1900-01-01,1124,92172,2010-08-01,1733.0,1733.0,122
Esta Cataldo,1987-11-09,718,92112,2012-09-04,1188.0,1188.0,35
Johanne Michels,1900-01-01,1133,92124,2011-08-01,1868.0,1868.0,122
Treasa Desai,1900-01-01,2318,92137,2011-08-05,1992.0,1992.0,122
Marni Lomanto,1900-01-01,1613,92175,2011-04-01,1255.0,1255.0,122
Keneth Denner,1900-01-01,1242,92134,2012-02-01,1732.0,1732.0,122
Lilia Manahan,1968-03-09,1417,92192,2011-06-01,1398.0,1398.0,54
Nam Armendariz,1900-01-01,1749,92196,2011-02-07,1435.0,1435.0,122
Nanette Burbank,1985-04-13,1752,92106,2011-02-01,1948.0,1948.0,37
Kyoko Khalil,1900-01-01,1300,92164,2011-06-01,1503.0,1503.0,122
Deandrea Yedinak,1900-01-01,526,92124,2010-11-01,2205.0,2205.0,122
Tobias Zirkind,1900-01-01,2286,92130,2010-08-01,1109.0,1109.0,122
Alice Wehling,1973-04-14,53,92112,2012-03-01,1685.0,1685.0,49
Lelah Capshaw,1986-03-28,1379,92169,2012-01-11,2333.0,2121.0,36
Georgene Cropper,1970-07-09,832,92191,2011-06-01,1567.0,1567.0,52
Marva Casseus,1979-03-24,1618,92182,2010-10-01,1595.0,1595.0,43
Elly Escamilla,1970-04-11,668,92126,2012-06-01,1994.0,1994.0,52
Elidia Despain,1960-02-08,658,92124,2012-07-16,2137.0,1943.0,62
Rosie Hutchison,1900-01-01,1991,92102,2010-09-01,1857.0,1857.0,122
Jona Nicholson,1900-01-01,1140,92113,2011-09-01,1794.0,1794.0,122
Virginia Latson,1900-01-01,2390,92166,2010-04-01,1692.0,1692.0,122
Elizabeth Barbee,1970-11-09,660,92171,2010-07-01,1699.0,1699.0,52
Iva Borelli,1944-06-23,991,92121,2011-09-01,1597.0,1597.0,78
Catherin Parisien,1971-04-23,338,92114,2011-01-01,-207.3,1382.0,51
Paola Buerger,1900-01-01,1860,92193,2012-02-01,1187.0,1187.0,122
Myrtice Cureton,1988-06-07,1742,92165,2012-04-01,1407.0,1407.0,34
Harriette Hackett,1900-01-01,919,92130,2010-06-14,1969.0,1790.0,122
Annabel Rolph,1969-07-04,108,92147,2010-05-01,1434.0,1434.0,53
Macy Lenderman,1972-11-22,1510,92167,2010-07-16,1668.0,1517.0,50
Bibi Villafuerte,1996-11-16,211,92171,2011-06-01,1653.0,1653.0,26
Hsiu Smithwick,1966-03-19,958,92175,2011-01-04,1723.0,1723.0,56
Miriam Laroque,1983-07-28,1715,92159,2010-02-06,1502.0,1502.0,39
Shan Norfleet,1900-01-01,2079,92134,2011-06-01,1292.0,1292.0,122
Mayola Spier,1900-01-01,1647,92165,2010-11-01,1368.0,1368.0,122
Alice Summerford,1971-07-02,51,92192,2011-06-01,1429.0,1429.0,51
Albert Wentworth,1968-06-12,35,92114,2010-11-01,1315.0,1315.0,54
Ismael Egli,1965-12-12,989,92139,2011-12-01,1230.0,1230.0,57
Mardell Skoglund,1982-08-07,1557,92162,2010-10-01,1613.0,1613.0,40
Tanja Jarnagin,1900-01-01,2220,92179,2010-12-01,1921.0,1921.0,122
Erich Corr,1900-01-01,708,92121,2010-06-01,1367.0,1367.0,122
Tenisha Merriam,1900-01-01,2236,92149,2011-02-02,1879.0,1879.0,122
Wanita Calzada,1900-01-01,2409,92136,2011-01-05,1075.0,1075.0,122
Emil Mccarron,1954-05-18,696,92194,2010-04-01,1142.0,1142.0,68
Mellissa Ardon,1900-01-01,1661,92176,2011-10-02,1330.0,1330.0,122
Sheryll Isenberg,1900-01-01,2128,92115,2011-10-01,896.0,896.0,122
Elva Serfass,1900-01-01,677,92101,2012-03-05,1267.0,1267.0,122
Alycia Kitchell,1900-01-01,75,92134,2010-05-03,1315.0,1315.0,122
Isabel Sanderfur,1900-01-01,984,92197,2011-01-01,1917.0,1917.0,122
Nickole Compton,2000-10-06,1789,92166,2011-12-01,1661.0,1661.0,22
Linsey Stotler,2001-12-04,1425,92153,2011-12-01,1821.0,1821.0,21
Tessa Humbert,1969-04-15,2254,92103,2010-06-01,1355.0,1355.0,53
Kacey Varnado,1900-01-01,1179,92175,2010-09-17,1762.0,1533.0,122
Thea Gettings,1900-01-01,2259,92142,2010-09-01,1574.0,1574.0,122
Ivonne Ransom,1993-05-28,996,92123,2010-04-01,1100.0,1100.0,29
Lorina Krehbiel,1984-10-23,1452,92165,2011-09-02,1477.0,1477.0,38
Brett Minard,1900-01-01,244,92124,2011-11-01,1935.0,1935.0,122
Walter Squillace,1900-01-01,2402,92112,2011-02-15,1689.0,1536.0,122
Leandra Anstine,1900-01-01,1358,92171,2012-04-04,1559.0,1559.0,122
Arlette Maclean,1900-01-01,141,92196,2012-03-03,1565.0,1565.0,122
Rosaura Konieczny,2004-07-20,1983,92168,2012-01-01,2179.0,2179.0,18
Florrie Mecham,1900-01-01,787,92167,2010-04-01,1235.0,1235.0,122
Hana Bellon,1900-01-01,904,92132,2012-02-01,1548.0,1548.0,122
Yun Guimond,1900-01-01,2462,92160,2011-12-01,0.0,1461.0,122
Lizzette Blowers,1985-03-23,1435,92162,2012-08-05,2158.0,1727.0,37
Grady Wilds,1900-01-01,875,92107,2012-06-01,1460.0,1460.0,122
Lore Baird,1900-01-01,1447,92167,2010-05-01,0.0,1220.0,122
Hertha Rentas,1900-01-01,938,92126,2010-04-09,1524.0,1386.0,122
Zachery Winford,1900-01-01,2465,92127,2011-06-01,1503.0,1503.0,122
Nicola Almeda,1900-01-01,1791,92153,2010-10-01,1498.0,1498.0,122
Vanesa Hetherington,1962-05-14,2357,92163,2012-05-07,1445.0,1445.0,60
Kiara Paquet,1955-05-08,1251,92147,2012-09-01,2087.0,2087.0,67
Jeana Pace,1969-04-05,1076,92191,2011-03-09,1571.0,1429.0,53
Dann Kerwin,1966-02-22,492,92140,2012-04-04,1741.0,1741.0,56
Ocie Mccomb,1976-10-20,1824,92196,2010-02-01,1250.0,1250.0,46
Jared Cobble,1979-01-11,1052,92175,2010-07-04,1506.0,1506.0,43
Priscila Santibanez,1900-01-01,1899,92196,2011-08-01,1922.0,1922.0,122
Carlena Holeman,1989-02-23,299,92123,2012-02-01,1328.0,1328.0,33
Floretta Slemp,1982-11-27,782,92193,2010-09-01,1655.0,1655.0,40
Gudrun Pettey,1976-11-07,889,92104,2011-03-01,2121.0,2121.0,46
Jovan Pursley,1900-01-01,1161,92121,2012-08-01,1708.0,1708.0,122
Leandra Anstine,1900-01-01,1358,92171,2010-02-11,1714.0,1559.0,122
Nevada Buggs,1900-01-01,1776,92153,2012-04-01,933.0,933.0,122
Janna Lautenschlage,1900-01-01,1048,92108,2011-12-01,1489.0,1489.0,122
Felicia Leicht,1900-01-01,760,92153,2011-09-01,1415.0,1415.0,122
Candra Lerman,1900-01-01,289,92199,2012-08-01,1316.0,1316.0,122
Hwa Teske,1900-01-01,961,92176,2011-09-01,1012.0,1012.0,122
Birdie Smelley,1951-01-12,213,92187,2011-07-01,1681.0,1681.0,71
Maida Lambrecht,1975-09-24,1533,92160,2012-06-01,1841.0,1841.0,47
Marina Pankey,1964-01-06,1596,92147,2012-01-01,825.0,825.0,58
Myrna Larmon,1992-02-09,1741,92197,2012-02-01,1669.0,1669.0,30
Vanessa Marty,1900-01-01,2359,92195,2010-11-01,2178.0,2178.0,122
Leoma Enz,1900-01-01,1390,92184,2011-03-02,1841.0,1841.0,122
Giuseppina Schamber,1900-01-01,865,92165,2010-12-02,1645.0,1645.0,122
Octavia Robins,1973-05-02,1825,92165,2010-03-01,1644.0,1644.0,49
Deshawn Bohler,1970-10-04,568,92129,2010-04-01,1583.0,1583.0,52
Leonor Paquin,1900-01-01,1399,92152,2011-12-01,0.0,1798.0,122
Jodie Dildine,1900-01-01,1122,92177,2011-10-01,1398.0,1398.0,122
Dorris Velez,1955-11-25,603,92109,2010-11-01,1813.0,1813.0,67
Dann Kerwin,1966-02-22,492,92140,2010-10-05,1741.0,1741.0,56
Consuela Gasca,1985-10-01,444,92142,2010-04-01,1137.0,1137.0,37
Lorina Krehbiel,1984-10-23,1452,92165,2010-04-14,1624.0,1477.0,38
Edmundo Echavarria,1972-08-17,626,92120,2011-04-01,1413.0,1413.0,50
Ethelene Monaco,1900-01-01,724,92109,2012-05-01,1086.0,1086.0,122
Jewel Jiang,1996-11-08,1114,92160,2010-10-01,-198.15,1321.0,26
Catrice Tyree,1978-04-14,340,92116,2012-08-01,1364.0,1364.0,44
Mellissa Ardon,1900-01-01,1661,92176,2012-03-01,1330.0,1330.0,122
Richie Dacanay,2001-01-06,1946,92137,2010-08-01,1652.0,1652.0,21
Booker Gadberry,1900-01-01,227,92149,2011-01-01,1567.0,1567.0,122
Damian Moles,1990-12-10,472,92102,2012-01-01,981.0,981.0,32
Bradly Bustos,1900-01-01,234,92172,2011-12-06,1544.0,1544.0,122
Marilou Pierpont,1900-01-01,1591,92194,2012-07-01,1520.0,1520.0,122
Adan Havlik,1996-04-23,11,92138,2010-02-01,1794.0,1794.0,26
Vinnie Stull,1900-01-01,2387,92114,2012-02-01,1216.0,1216.0,122
Jennie Lofton,1900-01-01,1098,92130,2012-01-01,1615.0,1615.0,122
Kyung Studstill,1900-01-01,1305,92182,2012-08-01,1877.0,1877.0,122
Latarsha Gleaves,1989-06-21,1337,92120,2012-06-01,1677.0,1677.0,33
Jarvis Auman,1900-01-01,1056,92177,2011-04-09,2153.0,1723.0,122
Hana Bellon,1900-01-01,904,92132,2012-04-01,1548.0,1548.0,122
Jeffie Helzer,1900-01-01,1085,92140,2012-05-01,1324.0,1324.0,122
Ramona Daughtry,1900-01-01,1910,92187,2012-03-06,1543.0,1543.0,122
Jaymie Manzanares,1900-01-01,1069,92117,2011-07-01,1626.0,1626.0,122
Ida Mawson,1981-01-28,966,92194,2011-02-02,975.0,975.0,41
Anamaria Tutt,1900-01-01,89,92115,2011-10-01,1666.0,1666.0,122
Reita Hamid,1941-12-26,1931,92195,2012-05-01,1642.0,1642.0,81
Lala Vaca,1995-04-02,1311,92150,2012-03-01,1672.0,1672.0,27
Mitzi Sheckler,1900-01-01,1722,92199,2011-08-02,1703.0,1703.0,122
Fawn Pascal,1900-01-01,755,92187,2010-05-01,1545.0,1545.0,122
Muriel Wichman,1985-05-14,1737,92152,2012-08-01,1299.0,1299.0,37
Laila Blount,1992-06-03,1306,92110,2010-11-01,1628.0,1628.0,30
Estell Mcfatridge,1976-05-14,721,92161,2010-12-02,1751.0,1751.0,46
Gala Griffis,1951-04-27,813,92195,2010-07-01,1159.0,1159.0,71
Bradley Muench,1900-01-01,231,92159,2010-09-23,1566.0,1362.0,122
Catrice Palumbo,1900-01-01,339,92190,2010-06-01,1249.0,1249.0,122
Sau Hitchcock,1993-08-05,2056,92155,2010-04-01,1602.0,1602.0,29
Tresa Herandez,1980-06-13,2322,92135,2010-06-05,1815.0,1815.0,42
Moshe Woodbridge,1900-01-01,1732,92193,2011-02-01,1477.0,1477.0,122
Gloria Mings,1967-11-28,872,92177,2011-07-09,1995.0,1814.0,55
Terri Dubuisson,1900-01-01,2249,92139,2012-07-01,1248.0,1248.0,122
Janetta Bassett,1900-01-01,1036,92138,2012-09-01,1119.0,1119.0,122
Giuseppe Rodriquez,1985-04-06,862,92124,2011-04-08,2078.0,2078.0,37
Alica Lomax,1973-06-23,50,92130,2010-09-05,1335.0,1335.0,49
Michaele Threlkeld,1982-08-13,1685,92101,2011-01-01,1470.0,1470.0,40
Marlon Desouza,1975-12-15,1608,92106,2010-05-02,1370.0,1370.0,47
Nicky Hendon,1977-03-13,1790,92133,2010-05-06,1795.0,1436.0,45
Willard Dutremble,1979-08-14,2425,92195,2011-08-08,1168.0,1168.0,43
Tamara Tapper,1991-12-22,2203,92163,2011-07-04,1268.0,1268.0,31
Londa Coloma,1986-09-11,1443,92179,2012-01-08,1748.0,1399.0,36
Tegan Zepeda,1994-02-27,2233,92129,2012-02-01,0.0,1700.0,28
Kurt Clute,1956-04-13,1289,92158,2012-09-01,1410.0,1410.0,66
Henrietta Swope,1900-01-01,931,92192,2012-03-01,1292.0,1292.0,122
Chieko Zamora,1965-06-27,390,92150,2012-06-01,1956.0,1956.0,57
Adaline Santos,1986-08-22,7,92124,2010-04-01,1279.0,1279.0,36
Latesha Emmons,1900-01-01,1339,92117,2010-11-01,1816.0,1816.0,122
Gabriele Schrum,1900-01-01,811,92171,2011-10-01,1693.0,1693.0,122
Kathlene Olberding,1987-04-04,1214,92126,2011-09-17,2132.0,1854.0,35
Jame Metzer,1900-01-01,1022,92109,2010-12-01,1292.0,1292.0,122
Eunice Broadwater,1900-01-01,739,92147,2011-02-01,1748.0,1748.0,122
Eldon Wilbourn,1900-01-01,645,92170,2012-07-01,1727.0,1727.0,122
Letty Morrison,1975-12-08,1412,92164,2012-08-01,1513.0,1513.0,47
Tosha Aquilar,1900-01-01,2309,92120,2012-05-02,1652.0,1652.0,122
Treasa Desai,1900-01-01,2318,92137,2012-09-06,1992.0,1992.0,122
Linsey Gallop,1900-01-01,1424,92103,2010-02-05,1344.0,1344.0,122
Lesia Zwart,1980-03-12,1405,92190,2010-03-04,1878.0,1878.0,42
Margy Burgin,1900-01-01,1574,92102,2010-02-01,1409.0,1409.0,122
Cherise Chaney,1900-01-01,383,92132,2010-04-01,1789.0,1789.0,122
Sheryll Tipping,1900-01-01,2129,92145,2012-04-01,1169.0,1169.0,122
Valeria Banerjee,1900-01-01,2353,92137,2011-12-01,1586.0,1586.0,122
Janell Huffman,1989-01-09,1032,92109,2011-12-01,1489.0,1489.0,33
Kyung Studstill,1900-01-01,1305,92182,2010-08-01,1877.0,1877.0,122
Stacie Lawler,1900-01-01,2170,92126,2012-03-01,1495.0,1495.0,122
Alyssa Mintz,1900-01-01,76,92198,2012-05-01,1726.0,1726.0,122
Elvie Crudup,1961-11-18,679,92101,2011-11-01,1628.0,1628.0,61
Sacha Hodges,1900-01-01,2027,92195,2012-05-01,1913.0,1913.0,122
Evelynn Merkley,1900-01-01,748,92116,2011-04-01,1312.0,1312.0,122
Isela Briley,1900-01-01,987,92113,2012-04-01,1054.0,1054.0,122
Jacquie Escarcega,1982-01-12,1009,92101,2012-02-01,1444.0,1444.0,40
Dwight Ohara,1900-01-01,618,92114,2010-05-01,1248.0,1248.0,122
Tarsha Melendrez,1984-03-01,2227,92112,2010-06-01,858.0,858.0,38
Lavon Lossing,1900-01-01,1355,92161,2010-10-01,1789.0,1789.0,122
Margarette Rutherford,1900-01-01,1565,92198,2010-05-01,1446.0,1446.0,122
Bernadine Schuett,1900-01-01,195,92164,2010-08-01,1929.0,1929.0,122
Gloria Gamble,1954-03-10,871,92107,2011-10-01,1684.0,1684.0,68
Nelida Drinkwater,1900-01-01,1772,92121,2011-03-01,1708.0,1708.0,122
Tori Blaker,1900-01-01,2308,92128,2011-10-08,1930.0,1544.0,122
Delila Roque,1997-02-08,539,92147,2011-09-01,1820.0,1820.0,25
Ligia Cash,1983-08-22,1415,92101,2012-02-05,2021.0,2021.0,39
Chun Spiess,1954-08-08,398,92134,2012-06-01,1504.0,1504.0,68
Wei Losh,1968-04-10,2414,92182,2010-11-01,1539.0,1539.0,54
Aimee Macke,1959-05-21,28,92147,2010-03-03,1318.0,1318.0,63
Zachery Winford,1900-01-01,2465,92127,2012-05-01,1503.0,1503.0,122
Willard Dutremble,1979-08-14,2425,92195,2010-03-04,1168.0,1168.0,43
Laila Blount,1992-06-03,1306,92110,2011-03-01,1628.0,1628.0,30
Damian Rhines,1900-01-01,473,92168,2010-08-01,1122.0,1122.0,122
Jerlene Rummel,1900-01-01,1102,92117,2010-11-04,1234.0,1234.0,122
Charity Robbins,1963-03-14,367,92102,2011-05-01,1787.0,1787.0,59
Terri Dubuisson,1900-01-01,2249,92139,2011-11-01,1248.0,1248.0,122
Dana Mckamey,1900-01-01,480,92167,2012-01-01,1656.0,1656.0,122
Carter Kaczorowski,1968-05-14,330,92166,2012-05-01,1448.0,1448.0,54
Dannielle Sherwood,1900-01-01,491,92196,2012-08-04,1005.0,1005.0,122
Madelaine Frandsen,1900-01-01,1513,92179,2011-11-01,1670.0,1670.0,122
Vi Cantara,1900-01-01,2378,92114,2010-06-01,1056.0,1056.0,122
Shera Caruthers,1986-03-15,2113,92186,2010-08-06,1515.0,1515.0,36
Marla Lytch,1900-01-01,1603,92106,2010-03-01,1634.0,1634.0,122
Margorie Prichett,1900-01-01,1571,92103,2010-05-01,1296.0,1296.0,122
Johanne Michels,1900-01-01,1134,92128,2011-11-01,1847.0,1847.0,122
Matilda Rothman,1900-01-01,1640,92172,2010-07-07,1279.0,1279.0,122
Nubia Schebler,1969-06-27,1821,92104,2012-08-01,1690.0,1690.0,53
Myrna Larmon,1992-02-09,1741,92197,2012-03-01,1669.0,1669.0,30
Shawnee Herr,1980-11-08,2100,92105,2011-10-06,1822.0,1822.0,42
Nichole Nethery,1900-01-01,1786,92123,2010-08-09,1525.0,1220.0,122
Roxanne Falgoust,1900-01-01,1998,92177,2010-08-01,1387.0,1387.0,122
Morris Highsmith,1953-08-14,1728,92166,2011-10-06,1698.0,1698.0,69
Nadine Defalco,2001-10-20,1744,92104,2011-01-01,1468.0,1468.0,21
Kaley Delaune,1976-11-19,1181,92194,2010-02-01,1247.0,1247.0,46
Cary Steveson,1900-01-01,331,92126,2011-03-01,1406.0,1406.0,122
Tammy Jone,1981-05-10,2211,92120,2010-03-01,1490.0,1490.0,41
Edmundo Rosenquist,1900-01-01,628,92161,2011-09-01,1423.0,1423.0,122
Delsie Tarrant,1900-01-01,553,92199,2010-09-01,1342.0,1342.0,122
Clarence Seller,1900-01-01,406,92170,2011-04-06,1781.0,1781.0,122
Vincenza Conant,1900-01-01,2385,92127,2011-05-01,1297.0,1297.0,122
Roxanne Falgoust,1900-01-01,1998,92177,2011-12-01,1387.0,1387.0,122
Merle Ranallo,1900-01-01,1671,92139,2011-08-01,1226.0,1226.0,122
Anh Honn,1980-03-23,101,92149,2010-02-02,1597.0,1597.0,42
Nelida Drinkwater,1900-01-01,1772,92121,2012-03-02,-256.2,1708.0,122
Alma Balboa,1992-03-27,62,92186,2011-02-01,1041.0,1041.0,30
Coleen Jeter,1974-05-16,434,92127,2010-09-02,1208.0,1208.0,48
Theresia Trowell,2000-02-22,2263,92136,2010-04-01,867.0,867.0,22
Rufus Repka,1900-01-01,2010,92147,2012-04-02,1728.0,1728.0,122
Jeanelle Westby,1900-01-01,1078,92171,2011-07-01,1900.0,1900.0,122
Sheri Fehr,1979-09-02,2119,92102,2010-10-01,1296.0,1296.0,43
Jaime Ambrose,1900-01-01,1014,92128,2011-01-07,1728.0,1728.0,122
Myrna Larmon,1992-02-09,1741,92197,2011-08-01,1669.0,1669.0,30
Elliott Fong,1900-01-01,665,92145,2011-05-01,1662.0,1662.0,122
Ahmed Lisby,1959-01-15,24,92103,2011-03-01,1641.0,1641.0,63
Rocio Lukens,1900-01-01,1955,92171,2012-03-01,1172.0,1172.0,122
Zoila Buth,1960-11-18,2471,92166,2010-07-01,825.0,825.0,62
Evalyn Trabert,1900-01-01,745,92138,2010-06-01,1695.0,1695.0,122
Sylvester Um,1977-05-09,2196,92104,2010-05-01,1947.0,1947.0,45
Margurite Talley,1900-01-01,1573,92170,2011-02-01,1501.0,1501.0,122
Ashton Girouard,1999-02-19,156,92168,2012-07-01,1135.0,1135.0,23
Tandy Ammann,1992-12-02,2215,92153,2012-08-01,1438.0,1438.0,30
Dewayne Maffucci,1992-11-21,574,92138,2011-05-01,1124.0,1124.0,30
Russel Lambson,1900-01-01,2013,92113,2012-08-01,1550.0,1550.0,122
Florrie Mecham,1900-01-01,787,92167,2010-05-01,1235.0,1235.0,122
Lettie Piano,1974-12-27,1411,92134,2011-12-01,1969.0,1969.0,48
Brain Cassity,1986-06-22,236,92101,2012-09-01,1408.0,1408.0,36
Emmett Livermore,1987-11-08,702,92166,2012-05-01,1698.0,1698.0,35
Kasha Deckard,1900-01-01,1208,92198,2012-02-01,1619.0,1619.0,122
Hye Micek,1976-11-01,963,92123,2010-11-01,1804.0,1804.0,46
Magali Leveque,1959-05-14,1519,92134,2010-04-01,1422.0,1422.0,63
Dion Justin,1900-01-01,581,92113,2011-03-01,1571.0,1571.0,122
Alejandra Foti,1900-01-01,40,92132,2011-09-01,1192.0,1192.0,122
Houston Pretty,1900-01-01,955,92128,2011-06-01,1936.0,1936.0,122
Marge Mcsweeney,1983-10-26,1569,92124,2012-09-04,2027.0,2027.0,39
Marinda Vitti,1977-05-23,1597,92134,2010-10-05,1470.0,1470.0,45
Rosamond Ramsburg,1972-02-22,1977,92182,2010-06-01,1339.0,1339.0,50
Amal Gillenwater,1958-01-25,78,92129,2012-03-01,1851.0,1851.0,64
Kirk Ricard,1973-12-11,1260,92153,2011-09-01,1750.0,1750.0,49
Lesley Birnbaum,1985-06-11,1406,92152,2012-02-06,1342.0,1342.0,37
Nevada Buggs,1900-01-01,1776,92153,2011-07-01,933.0,933.0,122
Fe Leader,1900-01-01,758,92195,2011-12-01,1414.0,1414.0,122
Tommy Coppock,1971-02-02,2291,92110,2010-12-01,1754.0,1754.0,51
Stanton Rahim,1937-08-08,2172,92102,2011-09-01,1403.0,1403.0,85
Lawerence Schaible,1968-06-11,1357,92111,2011-01-01,1860.0,1860.0,54
Luisa Robb,1900-01-01,1485,92174,2010-12-01,1163.0,1163.0,122
Joetta Hiner,1900-01-01,1124,92172,2010-03-01,1733.0,1733.0,122
Daniela Cairns,1900-01-01,483,92169,2011-05-01,1201.0,1201.0,122
Fe Ditch,1900-01-01,757,92158,2010-12-01,1244.0,1244.0,122
Marlon Guarnieri,1900-01-01,1609,92112,2012-03-01,1267.0,1267.0,122
Magdalen Pimentel,1900-01-01,1528,92115,2010-06-25,1899.0,1652.0,122
Dreama Henline,1960-11-03,610,92192,2012-03-07,1117.0,1117.0,62
Eleonore Tatman,1900-01-01,653,92132,2012-05-01,1671.0,1671.0,122
Millard Woodford,1900-01-01,1704,92129,2012-04-02,1066.0,1066.0,122
Zaida Koepke,1965-01-08,2467,92109,2012-06-10,1579.0,1436.0,57
Treasa Island,1976-08-21,2319,92115,2012-07-07,1686.0,1686.0,46
Kaylee Harder,1900-01-01,1224,92195,2010-04-01,1462.0,1462.0,122
Dalene Bialaszewski,1900-01-01,469,92199,2012-08-13,1276.0,1160.0,122
Brooke Novello,1900-01-01,249,92179,2011-09-01,1659.0,1659.0,122
Bobbie Glanton,1900-01-01,224,92177,2010-06-03,1462.0,1462.0,122
Tresa Herandez,1980-06-13,2322,92135,2010-03-13,1996.0,1815.0,42
Daria Vangieson,1982-03-24,507,92120,2010-10-01,1626.0,1626.0,40
Cleta Kinsman,1988-12-05,426,92142,2010-06-08,1179.0,1179.0,34
Mamie Remus,1999-10-18,1546,92199,2010-09-01,1393.0,1393.0,23
Anne Mielke,1953-04-11,115,92168,2011-04-18,2487.0,2163.0,69
Katherina Audia,1900-01-01,1211,92139,2011-01-02,1146.0,1146.0,122
Oda Poirer,1900-01-01,1829,92197,2012-08-01,1352.0,1352.0,122
Vincenza Conant,1900-01-01,2385,92127,2012-07-01,1297.0,1297.0,122
Janette Flowers,1900-01-01,1037,92182,2010-09-30,1769.0,1539.0,122
Oliva Jorgenson,1900-01-01,1840,92155,2010-10-05,1707.0,1707.0,122
Candis Fite,1996-12-02,288,92170,2011-05-01,1804.0,1804.0,26
Tobias Zirkind,1900-01-01,2286,92130,2011-04-01,1109.0,1109.0,122
Gloria Gamble,1954-03-10,870,92109,2010-09-01,1498.0,1498.0,68
Letty Morrison,1975-12-08,1412,92164,2012-01-01,1513.0,1513.0,47
Clarine Moshier,1900-01-01,412,92162,2012-05-01,1710.0,1710.0,122
Thalia Luera,1900-01-01,2258,92121,2011-12-01,1823.0,1823.0,122
Claire Edler,1900-01-01,404,92129,2011-06-01,1168.0,1168.0,122
Mariko Austell,1978-10-27,1588,92122,2011-01-01,1175.0,1175.0,44
Sacha Hodges,1900-01-01,2027,92195,2011-05-01,1913.0,1913.0,122
