name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount,age,city,county,lat,lng,housingUnits,occupiedHousingUnits,medianIncome,population,state,status
Luetta Karas,1900-01-01,1479,92131,1,1323.0,1323.0,122,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Marlon Desouza,1975-12-15,1608,92106,1,1370.0,1370.0,47,San Diego,San Diego County,32.73,-117.23,8322.0,7807.0,82075.0,19330.0,CA,low risk
Odilia Crossley,1977-01-20,1833,92109,1,1276.0,1276.0,45,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Belva Brownstein,1983-06-02,190,92139,1,1494.0,1494.0,39,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Deja Lion,1900-01-01,536,92109,1,2043.0,2043.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Fran Cardinal,1951-11-26,793,92106,1,1504.0,1504.0,71,San Diego,San Diego County,32.73,-117.23,8322.0,7807.0,82075.0,19330.0,CA,low risk
Stephen Schaller,1900-01-01,2179,92154,1,1652.0,1652.0,122,San Diego,San Diego County,32.6,-117.0,21206.0,20202.0,57618.0,79708.0,CA,low risk
Millard Crisci,1995-08-10,1702,92116,1,1694.0,1694.0,27,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Sharice Mooneyhan,1900-01-01,2088,92104,1,1444.0,1444.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Tamala Luciano,1999-06-23,2202,92104,1,1234.0,1234.0,23,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Shay Vides,1963-09-07,2108,92101,1,1589.0,1589.0,59,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,low risk
Porter Stagner,1900-01-01,1893,92130,1,1065.0,1065.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Lashandra Flannagan,1971-06-26,1330,92104,1,1519.0,1519.0,51,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Marita Bogner,1962-12-15,1599,92129,1,854.0,854.0,60,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Millard Crisci,1995-08-10,1702,92116,1,1694.0,1694.0,27,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Eloisa Rockett,1900-01-01,672,92108,1,1313.0,1313.0,122,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Trenton Gunning,1900-01-01,2321,92121,1,2176.0,2176.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Machelle Studley,1956-05-19,1505,92114,1,1711.0,1711.0,66,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Marilyn Kessinger,1967-05-19,1595,92104,1,1061.0,1061.0,55,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Flora Svendsen,2019-02-16,781,92114,1,1695.0,1695.0,3,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Cindy Poovey,1900-01-01,403,92105,1,1391.0,1391.0,122,San Diego,San Diego County,32.74,-117.09,21744.0,20540.0,37534.0,69813.0,CA,low risk
Loise Wichman,1990-05-15,1440,92120,1,1707.0,1707.0,32,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,low risk
Antoinette Belding,1982-09-26,120,92128,1,825.0,825.0,40,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,low risk
Herlinda Denk,1973-03-28,934,92131,1,1864.0,1864.0,49,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Fleta Kogan,1974-10-26,776,92109,1,811.0,811.0,48,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Norman Easterwood,1900-01-01,1818,92115,1,1777.0,1777.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Les Allin,1992-04-12,1403,92121,1,1829.0,1829.0,30,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Leida Yap,1988-04-21,1371,92124,1,1716.0,1716.0,34,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Shila Winn,2008-04-27,2133,92120,1,1385.0,1385.0,14,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,low risk
Luisa Geibel,1982-09-27,1484,92130,1,1132.0,1132.0,40,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Jennell Maziarz,1900-01-01,1096,92106,1,1195.0,1195.0,122,San Diego,San Diego County,32.73,-117.23,8322.0,7807.0,82075.0,19330.0,CA,low risk
Marilyn Kessinger,1967-05-19,1595,92104,1,1061.0,1061.0,55,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Stacie Lawler,1900-01-01,2170,92126,1,1495.0,1495.0,122,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Anisa Gammill,1981-12-15,104,92116,1,1524.0,1524.0,41,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Corine Modzelewski,1900-01-01,448,92103,1,1928.0,1928.0,122,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,low risk
Tawanna Porath,1900-01-01,2229,92113,1,1646.0,1646.0,122,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,low risk
Danette Davi,1900-01-01,482,92102,1,1067.0,1067.0,122,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Laurette Bollman,1991-10-26,1350,92117,1,1778.0,1778.0,31,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,low risk
Krystal Dombrosky,1900-01-01,1283,92130,1,1614.0,1614.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Noreen Moe,1979-04-28,1814,92145,1,1373.0,1373.0,43,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,low risk
Jamaal Hundley,1900-01-01,1017,92116,1,1466.0,1466.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Grady Wilds,1900-01-01,875,92107,1,1460.0,1460.0,122,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,low risk
Latricia Bartholow,1969-09-05,1343,92131,1,1464.0,1464.0,53,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Chun Spiess,1954-08-08,397,92126,1,1495.0,1495.0,68,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Tori Blaker,1900-01-01,2308,92128,1,1544.0,1544.0,122,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,low risk
Leida Yap,1988-04-21,1371,92124,1,1716.0,1716.0,34,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Jenee Childers,1900-01-01,1088,92122,1,1452.0,1452.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Magaly Brummer,1900-01-01,1523,92154,1,1336.0,1336.0,122,San Diego,San Diego County,32.6,-117.0,21206.0,20202.0,57618.0,79708.0,CA,low risk
Trenton Gunning,1900-01-01,2321,92121,1,2176.0,2176.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Lora Moyes,1988-01-11,1446,92104,1,1906.0,1906.0,34,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Fleta Kogan,1974-10-26,776,92109,1,811.0,811.0,48,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Sheri Fehr,1979-09-02,2119,92102,1,1296.0,1296.0,43,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Altagracia Harting,1974-01-23,66,92109,1,572.0,572.0,48,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Michelle Grell,1971-04-15,1689,92111,1,1698.0,1698.0,51,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Thalia Luera,1900-01-01,2258,92121,1,1823.0,1823.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Somer Chapman,1996-10-07,2152,92111,1,1428.0,1428.0,26,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Brett Minard,1900-01-01,244,92124,1,1935.0,1935.0,122,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Tangela Warfield,1969-11-11,2219,92124,1,1032.0,1032.0,53,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Elly Escamilla,1970-04-11,668,92126,1,1994.0,1994.0,52,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Sharri Lipson,1900-01-01,2093,92129,1,1175.0,1175.0,122,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Ngan Wickline,1900-01-01,1780,92113,1,1822.0,1822.0,122,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,low risk
Tonia Muniz,1900-01-01,2298,92111,1,1512.0,1512.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Floria Sprenger,1900-01-01,784,92104,1,1753.0,1753.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Latarsha Gleaves,1989-06-21,1337,92120,1,1677.0,1677.0,33,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,low risk
Wendie Urman,1900-01-01,2418,92123,1,1667.0,1667.0,122,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,low risk
Avril Densmore,1966-03-17,173,92126,1,1621.0,1621.0,56,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Cindy Poovey,1900-01-01,403,92105,1,1391.0,1391.0,122,San Diego,San Diego County,32.74,-117.09,21744.0,20540.0,37534.0,69813.0,CA,low risk
Loma Baskins,1900-01-01,1442,92109,1,1681.0,1681.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Natalie Fenton,1900-01-01,1759,92116,1,1940.0,1940.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Major Alfonso,1900-01-01,1538,92108,1,1957.0,1957.0,122,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Mai Routt,1900-01-01,1534,92119,1,1606.0,1606.0,122,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,low risk
Sherell Burnley,1900-01-01,2116,92119,1,985.0,985.0,122,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,low risk
Porter Stagner,1900-01-01,1893,92130,1,1065.0,1065.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Sanora Bondy,2014-05-25,2047,92126,1,1374.0,1374.0,8,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Elayne Kulpa,1990-05-11,639,92117,1,1615.0,1615.0,32,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,low risk
Annett Pooley,1900-01-01,116,92102,1,1584.0,1584.0,122,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Joy Rowlands,1900-01-01,1162,92123,1,1040.0,1040.0,122,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,low risk
Eugene Cree,1977-04-20,734,92107,1,2061.0,2061.0,45,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,low risk
Brynn Portis,1900-01-01,258,92109,1,1329.0,1329.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Verena Rini,1973-06-23,2364,92129,1,2011.0,2011.0,49,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Daphine Ates,1900-01-01,497,92122,1,1811.0,1811.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Janeen Dollison,1900-01-01,1030,92131,1,1734.0,1734.0,122,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Lauren Bittle,1900-01-01,1348,92122,1,1408.0,1408.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Myrl Scudder,1900-01-01,1740,92131,1,1324.0,1324.0,122,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Claudio Anson,1900-01-01,417,92139,1,1687.0,1687.0,122,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Deandrea Yedinak,1900-01-01,526,92124,1,2205.0,2205.0,122,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Anamaria Hamernik,1960-10-09,88,92102,1,1282.0,1282.0,62,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Elanor Situ,1900-01-01,638,92114,1,1840.0,1840.0,122,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Altagracia Harting,1974-01-23,66,92109,1,572.0,572.0,48,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Claudio Anson,1900-01-01,417,92139,1,1687.0,1687.0,122,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Dominique Graves,1900-01-01,592,92139,1,1294.0,1294.0,122,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Sulema Scheffler,1987-03-20,2187,92107,1,1652.0,1652.0,35,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,low risk
Eloisa Rockett,1900-01-01,672,92108,1,1313.0,1313.0,122,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Brett Minard,1900-01-01,244,92124,1,1935.0,1935.0,122,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Alline Jezierski,1900-01-01,60,92124,1,1572.0,1572.0,122,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Edna Kemplin,1900-01-01,629,92145,1,1706.0,1706.0,122,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,low risk
Hertha Rentas,1900-01-01,938,92126,1,1386.0,1386.0,122,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Edyth Rhee,1900-01-01,633,92124,1,1531.0,1531.0,122,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Michaele Bachelor,1900-01-01,1684,92114,1,989.0,989.0,122,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Tonia Muniz,1900-01-01,2298,92111,1,1512.0,1512.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Krysten Scruggs,1900-01-01,1285,92111,1,1824.0,1824.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Angeles Bucholtz,1900-01-01,91,92122,1,1353.0,1353.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Elfreda Rowse,1900-01-01,654,92127,1,1282.0,1282.0,122,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,low risk
Nga Drumm,1961-09-18,1779,92117,1,1542.0,1542.0,61,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,low risk
Lauran Thacker,1900-01-01,1347,92102,1,768.0,768.0,122,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Stacee Lamarche,1900-01-01,2167,92154,1,1910.0,1910.0,122,San Diego,San Diego County,32.6,-117.0,21206.0,20202.0,57618.0,79708.0,CA,low risk
Carlo Criner,1900-01-01,303,92127,1,777.0,777.0,122,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,low risk
Tony Story,2005-01-19,2304,92105,1,1569.0,1569.0,17,San Diego,San Diego County,32.74,-117.09,21744.0,20540.0,37534.0,69813.0,CA,low risk
Freddie Bridger,1965-03-06,805,92117,1,1218.0,1218.0,57,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,low risk
Tracey Chrisman,1900-01-01,2313,92126,1,1431.0,1431.0,122,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Deandrea Yedinak,1900-01-01,526,92124,1,2205.0,2205.0,122,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Jaymie Eutsey,1977-09-15,1067,92108,1,2188.0,2188.0,45,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Natashia Litwin,1900-01-01,1762,92130,1,1113.0,1113.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Iva Borelli,1944-06-23,991,92121,1,1597.0,1597.0,78,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Lashandra Flannagan,1971-06-26,1330,92104,1,1519.0,1519.0,51,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Nathalie Tworek,1900-01-01,1763,92102,1,1183.0,1183.0,122,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Michelle Grell,1971-04-15,1689,92111,1,1698.0,1698.0,51,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Adelia Terwilliger,1951-10-03,12,92121,1,1469.0,1469.0,71,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Eleonore Mccranie,1900-01-01,651,92114,1,1246.0,1246.0,122,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Floria Dave,1950-07-02,783,92114,1,1977.0,1977.0,72,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Verdell Dunigan,1900-01-01,2362,92129,1,1714.0,1714.0,122,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Carlo Criner,1900-01-01,303,92127,1,777.0,777.0,122,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,low risk
Major Alfonso,1900-01-01,1538,92108,1,1957.0,1957.0,122,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Colene Fitts,1982-07-08,436,92139,1,1435.0,1435.0,40,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Sheridan Clogston,1971-08-10,2118,92124,1,893.0,893.0,51,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Melony Seavey,1900-01-01,1664,92123,1,1481.0,1481.0,122,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,low risk
Xuan Henningsen,1900-01-01,2444,92103,1,683.0,683.0,122,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,low risk
Emma Dunkel,1900-01-01,698,92128,1,1502.0,1502.0,122,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,low risk
Carmine Montelongo,1971-02-09,315,92124,1,1648.0,1648.0,51,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Titus Zorn,1972-07-06,2285,92130,1,1677.0,1677.0,50,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Kimberli Spaulding,2003-03-19,1256,92127,1,1085.0,1085.0,19,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,low risk
Avril Densmore,1966-03-17,172,92113,1,1512.0,1512.0,56,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,low risk
Doretta Pagaduan,1969-12-18,601,92108,1,1638.0,1638.0,53,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Deshawn Bohler,1970-10-04,568,92129,1,1583.0,1583.0,52,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Gaye Donohue,1900-01-01,817,92124,1,1398.0,1398.0,122,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Leda Willsey,2003-10-13,1367,92154,1,1367.0,1367.0,19,San Diego,San Diego County,32.6,-117.0,21206.0,20202.0,57618.0,79708.0,CA,low risk
Lennie Schoonover,1900-01-01,1384,92130,1,1613.0,1613.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Alba Resnick,1983-09-07,31,92104,1,666.0,666.0,39,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Giuseppe Hellmann,1900-01-01,861,92116,1,658.0,658.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Lin Grosz,1900-01-01,1422,92115,1,1982.0,1982.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Trinity Moline,1900-01-01,2328,92115,1,1474.0,1474.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Martina Poche,1900-01-01,1617,92106,1,1567.0,1567.0,122,San Diego,San Diego County,32.73,-117.23,8322.0,7807.0,82075.0,19330.0,CA,low risk
Nathalie Tworek,1900-01-01,1763,92102,1,1183.0,1183.0,122,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Elenor Kerfoot,1900-01-01,649,92105,1,1493.0,1493.0,122,San Diego,San Diego County,32.74,-117.09,21744.0,20540.0,37534.0,69813.0,CA,low risk
Floria Sprenger,1900-01-01,784,92104,1,1753.0,1753.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Michelina Granderson,1900-01-01,1688,92115,1,1483.0,1483.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Shanda Kubik,1900-01-01,2068,92111,1,1104.0,1104.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Delpha Stamand,1971-03-18,548,92111,1,1685.0,1685.0,51,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Michaele Bachelor,1900-01-01,1684,92114,1,989.0,989.0,122,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Alva Guadarrama,1989-10-11,69,92119,1,1948.0,1948.0,33,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,low risk
Despina Alegria,1979-01-28,571,92108,1,1677.0,1677.0,43,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Denny Webber,1989-03-12,563,92115,1,1886.0,1886.0,33,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Shawn Britten,1900-01-01,2095,92111,1,1779.0,1779.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
