name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount
Julieta Medina,01/01/1900,1172,92136,20120401,1896,1896
Aida Osterman,01/24/1977,27,92136,20111207,1948,1948
Jaymie Manzanares,01/01/1900,1069,92117,20120801,1626,1626
Colette Swaney,01/16/1999,439,92155,20110807,1574,1574
Zoila Faler,11/20/1966,2472,92112,20100601,1396,1396
Cara Talty,01/01/1900,292,92134,20110112,1304,1186
Kittie Benoit,10/21/1966,1268,92124,20100601,1601,1601
Wilmer Carlin,01/01/1900,2435,92114,20120901,1627,1627
Porfirio Machnik,02/25/1985,1892,92160,20120501,1255,1255
Noel Lupien,01/01/1900,1806,92199,20110201,753,753
Jenny Magby,01/26/1973,1099,92145,20100302,1427,1427
Jeanelle Westby,01/01/1900,1078,92171,20100701,1900,1900
Marlene Steenbergen,03/25/1974,1606,92166,20100601,1609,1609
Magaly Krebs,01/01/1900,1526,92147,20110701,1814,1814
Dahlia Pedrick,01/01/1900,466,92196,09/05/2012,1475,1475
Isabel Sanderfur,01/01/1900,984,92197,20120101,1917,1917
Angelika Halberg,09/24/1968,95,92101,20111104,1240,1240
Daniela Spinella,11/03/1980,484,92105,08/07/2010,2315,2315
Thea Gettings,19000101,2259,92142,20100501,1574,1574
Janeen Dollison,01/01/1900,1029,92111,20110602,1561,1561
Lynetta Soltani,01/01/1900,1498,92172,20120201,1316,1316
,Jason Macmaster,03/24/1982,1059,92135,20110402,1779,1779
Maura Acton,05/03/1980,1644,92115,20110701,1671,1671
Tamesha Florez,08/17/1967,2206,92115,20101201,1967,1967
Sherly Mccutchen,01/01/1900,2121,92179,04/02/2012,1413,1413
Lashandra Flannagan,06/26/1971,1330,92104,20111201,1519,1519
Joselyn Plattner,02/01/1977,1153,92113,20110401,1720,1720
Jacquelyn Sergent,01/01/1900,1008,92179,20120902,1764,1764
Faviola Marbury,01/03/1957,754,92112,20120804,1274,1274
,Elizabeth Barbee,11/09/1970,660,92171,03/01/2012,1699,1699
Burl Nevius,01/01/1900,267,92102,20120601,1852,1852
Maida Curci,01/01/1900,1532,92116,20110612,1470,1337
Elsa Vivas,01/01/1900,674,92165,20120301,1131,1131
Melida Davalos,11/12/1980,1656,92137,20120801,1608,1608
,Margarette Neitzel,01/01/1900,1564,92177,20110804,1351,1351
,Dahlia Quade,01/01/1900,467,92198,20110701,1566,1566
Thalia Luera,01/01/1900,2258,92121,20100401,1823,1823
Consuela Kottke,01/01/1900,446,92161,20110501,1037,1037
Chara Rochelle,01/01/1900,364,92112,20101210,1069,972
Elmira Crudup,05/23/1992,670,92136,20120201,1818,1818
Tessa Humbert,04/15/1969,2254,92103,20110601,1355,1355
Norman Easterwood,01/01/1900,1818,92115,20100701,1777,1777
Alycia Kitchell,01/01/1900,75,92134,20101205,1315,1315
Nicolas Ripley,19000101,1792,92138,20110101,1555,1555
Brynn Portis,01/01/1900,258,92109,20120514,1461,1329
Sabrina Fleischman,01/01/1900,2025,92112,10/05/2011,1706,1706
Carline Restrepo,01/06/1963,302,92176,20110508,1322,1322
Sarai Copper,01/01/1900,2054,92194,20120201,1814,1814
,Adah Curnutt,07/20/1977,6,92169,20100602,1650,1650
Pamella Monzo,06/25/1987,1856,92197,20110201,1035,1035
Larraine Dotts,02/06/1971,1329,92169,20101007,2043,1635
Cyndy Levalley,06/14/1972,464,92179,20110401,1644,1644
Gay Botelho,07/08/1977,816,92196,20100201,1818,1818
Karmen Kuhlman,01/01/1900,1197,92176,20111003,1484,1484
Lilia Manahan,03/09/1968,1417,92192,20120101,1398,1398
Floretta Slemp,11/27/1982,782,92193,20110301,1655,1655
Brant Spires,06/09/1974,239,92191,20100301,1900,1900
Richie Dacanay,01/06/2001,1946,92137,20101001,1652,1652
Lynnette Menzie,01/01/1900,1500,92102,02/14/2012,1580,1437
Tomoko Wrede,01/01/1900,2294,92126,06/01/2011,1528,1528
Josie Judon,01/01/1900,1157,92137,20110611,1650,1500
Assunta Hebel,11/24/1989,157,92105,20101112,1364,1240
Breanna Bowden,02/20/1964,240,92167,20100201,1623,1623
Mertie Hoskins,03/19/1968,1679,92107,20120716,1309,1190
Jeromy Rickert,08/09/1994,1103,92123,20101202,1236,1236
Lashawn Rotella,12/05/1985,1336,92190,20120801,1930,1930
Rupert Hutchings,06/25/1997,2011,92177,20110704,1405,1405
Chara Mahlum,01/01/1900,363,92140,20111001,1536,1536
Gene Greenhaw,01/01/1900,828,92171,20100301,1440,1440
Deane Newcombe,01/01/1900,528,92192,20120901,1920,1920
Marg Barre,01/01/1900,1568,92135,20111101,1515,1515
,Reinaldo Kuykendall,01/01/1900,1929,92166,07/05/2011,1733,1733
Giovanna Wakefield,02/04/1992,852,92174,20100301,1401,1401
Gwendolyn Licea,08/12/1991,894,92128,20120611,1493,1358
Kyung Fraga,01/23/1958,1302,92190,20110909,1851,1683
Johnson Lovingood,01/01/1900,1138,92184,20100502,1633,1633
Mia Zarate,01/01/1900,1680,92192,20101101,1762,1762
Michelina Granderson,01/01/1900,1688,92115,20101213,1631,1483
Noreen Moe,04/28/1979,1814,92145,20111201,1373,1373
Jamee Roundtree,01/01/1900,1021,92193,01/20/2012,1208,1051
Jillian Xu,11/19/1981,1115,92177,20120502,1320,1320
Alberto Huling,01/01/1900,34,92166,20111201,1819,1819
Keturah Sheehan,10/16/1991,1248,92190,20110105,1057,1057
Tricia Seevers,01/06/1993,2326,92116,20120302,1739,1739
Blanche Straka,19780207,222,92115,20111201,1728,1728
Jaimie Tsang,01/01/1900,1015,92171,20110328,1814,1578
Thea Gettings,19000101,2259,92142,20100602,1574,1574
Deanne Schisler,12/10/1955,529,92164,20120709,1585,1441
Marci Rivera,07/21/1990,1554,92171,20110501,1560,1560
Mica More,02/02/1991,1682,92150,05/01/2011,1254,1254
Tamiko Seago,03/04/2015,2208,92145,03/07/2011,1074,1074
Flossie Wilber,01/01/1900,789,92112,20100201,2114,2114
Loralee Baldon,02/21/1973,1445,92133,20100402,1279,1279
Stacia Fambro,01/01/1900,2168,92114,20120113,1921,1747
Margo Zoeller,01/01/1900,1572,92104,20110501,1716,1716
Elma Bozell,12/05/1971,669,92140,20111201,1243,1243
Abbey Kluth,01/01/1900,2,92198,20101109,2023,1619
Mack Perrault,01/01/1900,1507,92115,20120603,1599,1599
Carmine Tappan,01/01/1900,316,92155,20120701,1342,1342
Nereida Dycus,04/28/1991,1774,92109,20120403,1554,1554
Jettie Debord,11/22/1979,1113,92126,20120802,1778,1778
Delmar Tousant,01/01/1900,543,92116,20101101,1443,1443
Mike Nowlen,01/01/1900,1697,92162,20111201,1371,1371
Tamica Chiu,01/01/1900,2207,92163,05/01/2012,1660,1660
Myrtle Ng,10/24/1983,1743,92177,20120501,1239,1239
Coleen Jeter,05/16/1974,434,92127,20120801,1208,1208
Yelena Cloninger,11/09/1945,2447,92197,20100501,1577,1577
Martha Rocha,05/06/1980,1616,92140,20110401,1533,1533
Avril Densmore,19660317,172,92113,20110801,1512,1512
Kori Lockamy,10/11/2011,1276,92174,20120201,2117,2117
Gloria Gamble,03/10/1954,871,92107,20120401,1684,1684
Natosha Mccafferty,11/22/1998,1770,92136,20110701,1721,1721
Tracey More,01/01/1900,2315,92172,20120801,1286,1286
Madelaine Frandsen,01/01/1900,1513,92179,20110901,1670,1670
Latesha Westerlund,09/28/2004,1340,92187,20101101,1253,1253
Tyisha Lauritsen,08/17/2016,2340,92104,20100203,1467,1467
Jonelle Trogdon,01/01/1900,1143,92102,20101114,2025,1841
Sheryll Isenberg,01/01/1900,2128,92115,20111201,896,896
Laila Blount,06/03/1992,1306,92110,20100201,1628,1628
Noreen Kerschner,02/20/1975,1812,92139,20100324,1591,1384
Teodoro Menzel,01/01/1900,2239,92160,20100501,1336,1336
Enid Couch,07/03/1984,704,92168,10/06/2010,1626,1626
Ranee Bessler,01/01/1900,1914,92174,20110101,1773,1773
Olevia Koss,04/17/1976,1837,92164,09/02/2012,1243,1243
Linsey Gallop,01/01/1900,1424,92103,20111226,1545,1344
Kemberly Currence,01/01/1900,1236,92190,20100601,1902,1902
Rubie Mirarchi,01/07/1982,2001,92135,20100402,1212,1212
Carmine Montelongo,02/09/1971,315,92124,20111101,1648,1648
Neville Mccaul,10/07/1986,1777,92174,20120401,1883,1883
Natosha Mccafferty,11/22/1998,1769,92140,20100901,1374,1374
Cassey Viverette,01/01/1900,334,92194,20120501,1457,1457
Meghan Poynter,05/20/1976,1652,92129,20100901,1767,1767
Cedric Bazile,07/04/1987,347,92137,20120205,2077,1662
Vita Lizaola,10/21/1976,2391,92105,20110701,1125,1125
Iva Borelli,06/23/1944,991,92121,20110601,1597,1597
Timmy Baumer,05/20/1991,2276,92114,20110801,1260,1260
Margarite Sisto,01/01/1900,1567,92101,20110301,1310,1310
Flossie Wilber,01/01/1900,789,92112,20101008,2114,2114
Maryrose Flavell,01/01/1900,1637,92150,20100701,1677,1677
Ta Hepler,02/19/1978,2198,92114,20110403,1888,1888
Kemberly Currence,01/01/1900,1236,92190,20110501,1902,1902
Naida Bergh,01/01/1900,1745,92123,20120809,1189,1081
Emmett Livermore,11/08/1987,701,92170,20101101,1502,1502
Amelia Brode,01/01/1900,82,92129,20120201,1015,1015
Tandy Ammann,12/02/1992,2215,92153,20120501,1438,1438
Fletcher Omara,09/25/1977,778,92162,20101001,1654,1654
Elyse Haner,01/01/1900,681,92176,20100402,1352,1352
Kimberli Spaulding,03/19/2003,1256,92127,20100901,1085,1085
Annett Pooley,01/01/1900,116,92102,20101001,1584,1584
Sharda Weld,12/01/1989,2086,92133,20120313,2457,2234
Tori Blaker,01/01/1900,2308,92128,20101013,1698,1544
Rosalind Alaniz,01/01/1900,1974,92187,20111001,1800,1800
Lindsay Zebrowski,12/06/1993,1420,92120,20101001,1444,1444
Katherina Audia,01/01/1900,1211,92139,20100612,1260,1146
Arnette Finnell,12/11/1940,152,92160,20120701,1802,1802
Nicolle Swigert,02/05/1984,1794,92170,05/02/2012,1780,1780
Inge Campion,01/01/1900,973,92192,20110501,1828,1828
Delpha Stamand,03/18/1971,548,92111,20111012,1853,1685
Rebekah Eichhorn,11/27/1953,1926,92152,20100501,1874,1874
Fawn Pascal,01/01/1900,755,92187,01/01/2011,-231.75,1545
Nona Knobloch,01/17/1976,1810,92191,20120701,1187,1187
Damon Bainbridge,03/02/1983,475,92123,20110103,1542,1542
Nila Mcconico,12/28/1962,1800,92104,20120207,1567,1567
Gay Botelho,07/08/1977,816,92196,20120303,1818,1818
Shera Caruthers,19860315,2113,92186,20101001,1515,1515
Sabrina Griese,01/01/1900,2026,92158,20110401,1636,1636
Maida Lambrecht,09/24/1975,1533,92160,20100701,1841,1841
Tobias Zirkind,01/01/1900,2286,92130,20120401,1109,1109
Angelyn Cavaliere,01/01/1900,98,92193,20111201,1521,1521
Lynsey Juhl,07/07/2011,1501,92166,20111001,1233,1233
Myrtice Cureton,06/07/1988,1742,92165,20110202,1407,1407
Grady Wilds,01/01/1900,875,92107,20120401,1460,1460
Jason Macmaster,03/24/1982,1059,92135,20100301,1779,1779
Diamond Ohman,01/01/1900,576,92136,20100401,2061,2061
Sona Saidi,12/16/1988,2153,92194,20101111,1684,1531
Vincenza Conant,01/01/1900,2385,92127,20120801,1297,1297
Clare Tilly,12/21/1956,407,92155,20110301,1723,1723
Lavinia Schoonmaker,01/01/1900,1352,92108,20100201,1324,1324
Debroah Morlan,01/01/1900,534,92122,20120301,1776,1776
Ellen Collie,07/04/1969,663,92127,20120501,1653,1653
Madison Frankum,19000101,1517,92131,20110501,1718,1718
Sonny Hayslip,08/26/1982,2160,92168,20120603,1531,1531
Tereasa Pinzon,19731024,2243,92105,20100804,1981,1981
Alayna Alger,19730623,30,92116,20110628,1132,985
Morris Highsmith,08/14/1953,1728,92166,20100212,1867,1698
Gregg Disney,02/25/1981,883,92175,12/01/2011,1923,1923
Brande Buttner,07/10/1983,238,92134,06/07/2010,1443,1443
Kary Wein,19420412,1207,92117,20120401,1428,1428
Reyes Gullickson,07/23/2016,1941,92150,20110401,1625,1625
Tyler Schlatter,01/01/1900,2342,92196,20111001,1326,1326
Roxana Godard,01/01/1900,1996,92112,20100701,2007,2007
Kayleigh Marchant,11/04/1986,1225,92172,20100201,1538,1538
,Ruthie Geist,01/01/1900,2019,92182,20120901,1333,1333
Beverley Lister,09/17/1980,210,92168,20100201,1149,1149
Anamaria Elsea,04/08/1983,87,92170,20120201,1723,1723
Cletus Nitta,08/03/1978,428,92153,07/01/2012,1726,1726
Josie Judon,01/01/1900,1157,92137,20110310,1650,1500
Bernetta Baeza,11/16/1978,197,92155,20110124,1836,1469
Claire Edler,01/01/1900,404,92129,20100801,1168,1168
Sean Proctor,01/01/1900,2057,92117,10/14/2010,2161,1965
Vickey Bruggeman,01/01/1900,2379,92139,20100808,2066,2066
,Sherman Westberry,19810905,2122,92123,20110701,2062,2062
Kirsten Krizan,10/28/1997,1262,92195,20101101,941,941
Lashaunda Weingartner,01/01/1900,1334,92155,20110801,1341,1341
Esta Cataldo,11/09/1987,718,92112,20110204,1188,1188
Tinisha Winfrey,01/01/1900,2281,92176,20101001,980,980
Valene Cortese,03/08/1979,2352,92123,20120802,1208,1208
Carolyn Witmer,10/04/1965,328,92179,20100703,1408,1408
Pete Folmar,01/01/1900,1883,92131,20100701,1739,1739
Tressie Carruth,09/09/1988,2324,92129,20120501,956,956
,Aida Osterman,01/24/1977,27,92136,20101004,1948,1948
Michaele Threlkeld,08/13/1982,1685,92101,20110502,1470,1470
Michelle Grell,04/15/1971,1689,92111,20100502,1698,1698
Roselyn Bolger,01/01/1900,1987,92182,20110201,1373,1373
Catrice Palumbo,01/01/1900,339,92190,20120701,1249,1249
Charleen Bost,01/01/1900,369,92116,20100701,615,615
Pearly Shipe,01/01/1900,1875,92127,20120401,1470,1470
,Terri Dubuisson,01/01/1900,2249,92139,20100501,1248,1248
Mariela Whitelaw,01/22/1966,1582,92131,20100404,1365,1365
Rosalind Alaniz,01/01/1900,1974,92187,20110601,1800,1800
Magaly Krebs,01/01/1900,1526,92147,20110301,1814,1814
Ying Garrow,11/02/1972,2454,92164,20110601,1319,1319
Anh Honn,03/23/1980,101,92149,20111214,1756,1597
Carolyne Radley,01/01/1900,325,92199,20120501,1075,1075
Winford Weiler,01/01/1900,2438,92145,20100913,1819,1654
Soledad Vetter,01/01/1900,2151,92182,09/01/2010,2081,2081
Otha Pingree,01/01/1900,1849,92109,20120526,2224,1934
Nona Knobloch,01/17/1976,1810,92191,20110801,1187,1187
Latrisha Suire,01/01/1900,1346,92102,03/01/2012,1477,1477
Russel Lambson,01/01/1900,2012,92106,20100501,1605,1605
Annamaria Weatherholt,19000101,111,92135,20101104,1388,1388
Loyce Sliva,10/03/1950,1463,92160,20100901,1249,1249
Helga Deshon,01/01/1900,928,92149,20111002,2034,2034
Marylouise Mott,03/21/1994,1633,92159,20100402,1342,1342
Denyse Kung,19000101,564,92112,20110601,1485,1485
Enid Couch,07/03/1984,704,92168,08/10/2011,1788,1626
Millard Woodford,01/01/1900,1704,92129,20101001,1066,1066
Lola Mooneyhan,01/01/1900,1441,92117,20120901,1680,1680
Delila Roque,02/08/1997,539,92147,20101001,1820,1820
Angeles Bucholtz,01/01/1900,91,92122,20111202,1353,1353
Colette Letson,09/17/2004,438,92126,20110807,1492,1492
Natalie Fenton,01/01/1900,1759,92116,20100501,1940,1940
Rosaura Konieczny,20040720,1983,92168,20120701,2179,2179
Morris Poage,01/01/1900,1730,92137,20101001,1617,1617
Vanesa Lefort,01/01/1900,2358,92160,20110801,1473,1473
Tamara Tapper,12/22/1991,2203,92163,20120501,1268,1268
Marilyn Kessinger,05/19/1967,1595,92104,20120701,1061,1061
Malik Alexandre,11/02/1984,1541,92116,20120404,1508,1508
Eleonore Mccranie,01/01/1900,651,92114,20101010,1370,1246
Dede Ganey,10/04/1991,535,92112,20111001,1318,1318
Oliva Jorgenson,01/01/1900,1840,92155,20110205,1707,1707
Betty Gunia,01/01/1900,207,92147,20110501,1836,1836
Bradford Villavicencio,05/15/1972,230,92138,20100905,1446,1446
Dessie Townson,09/25/1999,572,92124,20120310,1787,1430
Clotilde Schultze,19700210,432,92147,20100501,1536,1536
Verla Harlin,01/01/1900,2367,92163,08/01/2010,1391,1391
Ludie Bleau,01/01/1900,1477,92187,03/01/2012,1752,1752
Shirleen Higby,08/08/1932,2134,92153,02/01/2012,1588,1588
Johnna Carpino,01/01/1900,1136,92174,20100201,1409,1409
Hana Bellon,01/01/1900,904,92132,20100401,1548,1548
Brice Mahaney,04/20/1984,245,92171,20110501,1626,1626
Eldon Wilbourn,01/01/1900,645,92170,10/01/2010,1727,1727
Keesha Otis,07/27/1968,1233,92190,20120801,1394,1394
Ernestine Freeze,01/01/1900,715,92152,20120101,1259,1259
Herschel Albert,11/02/1991,935,92140,03/01/2010,1491,1491
Jame Metzer,01/01/1900,1024,92194,20120301,1586,1586
Annamae Slayton,01/01/1900,110,92174,20110212,1557,1246
Ethelyn Joesph,01/01/1900,725,92109,20111101,1743,1743
Nona Knobloch,01/17/1976,1810,92191,20100501,1187,1187
Ken Litchfield,07/24/1981,1243,92134,20120101,1859,1859
Glenda Mcnair,01/01/1900,869,92176,20111001,1332,1332
Merna Lasalle,01/01/1900,1672,92107,05/15/2011,1841,1674
Karyn Halvorson,01/13/1986,1205,92160,03/01/2011,1883,1883
Tammy Jone,05/10/1981,2211,92120,20110201,1490,1490
Rupert Hutchings,06/25/1997,2011,92177,20120703,1405,1405
Leonila Solorzano,01/01/1900,1398,92134,20101001,1940,1940
Giuseppe Hellmann,19000101,861,92116,20110101,658,658
Marg Barre,01/01/1900,1568,92135,20100301,1515,1515
Anne Mielke,19530411,115,92168,20120719,2487,2163
Mitzie Yeldell,20060113,1720,92129,20111009,1653,1503
Jamaal Hundley,01/01/1900,1018,92137,01/02/2012,1940,1940
Corrinne Tumlinson,19630415,452,92176,20120502,1449,1449
Elsy Speier,01/01/1900,675,92145,20100711,1819,1654
Xuan Henningsen,01/01/1900,2444,92103,20111201,683,683
Clay Almeida,01/01/1900,418,92123,20110601,1659,1659
Yong Wurth,04/14/1992,2458,92154,20120701,1587,1587
,Sandy Mckie,01/23/1962,2045,92174,20100501,1637,1637
Kimberly Canning,01/01/1900,1257,92161,20120501,988,988
Bruce Johns,01/24/1988,250,92133,20111107,1436,1436
Elizabeth Barbee,11/09/1970,660,92171,10/01/2011,1699,1699
Danny Charland,04/28/1989,494,92108,20100201,1333,1333
Johanna Philpot,19920725,1130,92196,20120801,1244,1244
Janeen Dollison,01/01/1900,1029,92111,20101004,1561,1561
Leanne Lewison,06/05/1961,1363,92194,20110201,1763,1763
Mellie Weber,01/01/1900,1659,92190,20110505,1595,1595
Kory Knapper,08/06/1984,1277,92169,20120501,1743,1743
Julian Boruff,01/01/1900,1170,92162,20111101,1596,1596
Claudie Demuth,19000101,416,92176,20120301,1131,1131
Raguel Keller,01/01/1900,1908,92170,20101104,1851,1851
Adelia Terwilliger,10/03/1951,12,92121,20101101,1469,1469
Cayla Butters,12/23/1974,342,92179,20100501,1801,1801
Rosario Heckman,05/09/1967,1980,92137,20110510,1657,1507
India Linehan,03/06/1963,972,92122,20100701,1004,1004
Dominic Gullett,12/03/1988,591,92103,20120301,1451,1451
Dortha Holtzman,06/02/1979,604,92111,20120601,1611,1611
Weldon Strunk,01/01/1900,2416,92159,20110901,1436,1436
Ron Wine,07/17/1994,1968,92194,20110701,1634,1634
Nida Gardella,01/01/1900,1795,92132,08/01/2012,1083,1083
Iva Bizzell,08/03/1964,990,92154,10/01/2010,1306,1306
Kiara Paquet,05/08/1955,1250,92162,20100201,1266,1266
Lettie Caron,01/26/2002,1409,92161,20120803,1585,1585
Martha Rocha,05/06/1980,1616,92140,20120101,1533,1533
Candance Dively,08/13/1993,284,92164,20110901,1384,1384
Josefine Engelhard,12/19/1993,1148,92174,20100310,1471,1338
Piper Twombly,19820612,1890,92108,20110601,1387,1387
Cyndy Levalley,06/14/1972,464,92179,20100901,1644,1644
Freeman Strzelecki,19750320,807,92160,20100801,1789,1789
Eliana Earl,01/01/1900,655,92104,20110101,1494,1494
Kurt Diver,04/22/1964,1290,92175,20100510,1882,1506
Gene Greenhaw,01/01/1900,828,92171,20100801,1440,1440
Santo Hanney,01/01/1900,2052,92174,20101201,1750,1750
Jared Cobble,19790111,1053,92128,20120601,1665,1665
Darron Spagnuolo,01/01/1900,513,92119,20111001,1843,1843
Carmelo Mckee,11/01/1987,313,92120,20100501,1097,1097
Buford Blauvelt,10/09/1982,265,92199,03/26/2012,1115,970
Darwin Domenick,01/01/1900,515,92193,20111201,932,932
Teodoro Monks,01/01/1900,2240,92166,20111201,998,998
Arlinda Lawalin,01/01/1900,142,92174,20120201,1454,1454
Annabel Rolph,07/04/1969,108,92147,20100701,1434,1434
Franklin Cron,01/01/1900,798,92155,20110301,1816,1816
Tameika Hamernik,12/25/1988,2204,92102,03/01/2012,1681,1681
Rosaura Konieczny,20040720,1983,92168,20120401,2179,2179
Mae Sarvis,01/01/1900,1518,92176,20100210,1706,1551
Han Freudenthal,06/02/1965,906,92107,20100818,2162,1880
Cyndy Levalley,06/14/1972,464,92179,20100802,1644,1644
Leo Moorhouse,01/01/1900,1391,92114,20101101,1838,1838
Tegan Zepeda,02/27/1994,2232,92191,20110601,1785,1785
Jovan Pursley,01/01/1900,1161,92121,20120902,1708,1708
Cletus Nitta,08/03/1978,428,92153,05/01/2012,1726,1726
Karmen Kuhlman,01/01/1900,1197,92176,20110804,1484,1484
Hayden Holford,01/01/1900,922,92138,20101101,2097,2097
Thresa Zahler,01/01/1900,2271,92175,20100701,1413,1413
Delphia Hillwig,10/21/1978,549,92190,20100301,1761,1761
Sondra Squillace,05/10/2002,2155,92136,20120401,1520,1520
Roslyn Derouin,19550708,1992,92149,20110201,636,636
Marlys Mulvihill,01/01/1900,1612,92113,20120101,1054,1054
Carlena Holeman,02/23/1989,299,92123,20110701,1328,1328
Buster Pompei,06/07/1986,269,92128,20120110,2317,2107
Nikki Levins,08/23/1950,1797,92126,20100301,1183,1183
Keeley Bumgardner,01/01/1900,1227,92104,20100701,1422,1422
Delta Gioia,01/01/1900,554,92196,12/01/2010,1639,1639
Leola Derrickson,01/01/1900,1389,92171,20100701,1421,1421
Shantae Bewley,19691010,2082,92111,20120801,1008,1008
,Reinaldo Kuykendall,01/01/1900,1929,92166,11/05/2010,1733,1733
,Ha Cornelius,06/16/1989,898,92145,20110603,959,959
Rufus Repka,01/01/1900,2010,92147,20100506,1728,1728
,Sulema Scheffler,03/20/1987,2187,92107,06/01/2012,1652,1652
Dorthey Lodge,19670122,608,92186,20101001,1154,1154
,Mica More,02/02/1991,1683,92115,20120901,1675,1675
Fiona Vancamp,01/01/1900,774,92145,20120901,1421,1421
Williemae Salomon,01/01/1900,2434,92126,20100401,1250,1250
Marleen Thibodeaux,09/04/1995,1605,92147,20110101,1514,1514
Alton Barber,06/03/1987,67,92193,20101101,1465,1465
Georgia Amo,04/13/1997,835,92166,20110101,1231,1231
,Norma Hartl,01/01/1900,1816,92147,20110901,1520,1520
Sadye Darland,19000101,2032,92128,20120101,1926,1926
Vernie Whitelaw,01/01/1900,2372,92168,20120201,1543,1543
Javier Fiore,02/17/2020,1063,92160,20120201,1666,1666
Albert Wentworth,19680612,35,92114,20110401,1315,1315
Tiny Whidbee,01/01/1900,2282,92101,20120201,2018,2018
Jaquelyn Brower,01/01/1900,1050,92170,20111201,1661,1661
Darren Tucker,01/20/1974,511,92101,20110901,1756,1756
Reuben Mateer,05/20/1986,1940,92109,20100701,2152,2152
Mariano Vereen,08/28/1989,1576,92158,20100206,1882,1882
Soledad Vetter,01/01/1900,2151,92182,09/01/2012,2081,2081
